"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.68,0,0.06,560.46,35,0.06
"2",2,0.06,0.17,0,0.05,61.03,28,0.71
"3",3,0.17,0.17,0.17,0.17,0,2,0
"4",4,0.1,0.4,0,0.08,372.74,32,0.03
"5",5,0.12,0.2,0.01,0.14,105.9,5,0
"6",6,0.08,0.08,0.06,0.08,19.89,3,0
"7",7,0.16,0.24,0.11,0.14,14.04,3,0
"8",8,0.01,0.01,0.01,0.01,0,2,0
"9",9,0.2,0.53,0.01,0.17,403.33,7,0.14
"10",10,0.03,0.05,0.01,0.04,1.52,3,0
"11",11,0,0,0,0,0,2,0
"12",12,0.08,0.08,0.08,0.08,0,2,0
"13",13,0,0,0,0,0,2,0
"14",14,0.05,0.1,0.01,0.05,29.19,10,0.1
"15",15,0.08,0.08,0.08,0.08,0,2,0
