"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.21,0.01,0.08,74.96,9,0.11
"2",2,0.09,0.3,0.01,0.07,104.36,12,0.08
"3",3,0.05,0.1,0,0.04,3.44,5,0.2
"4",4,0.04,0.04,0.04,0.04,0,2,0
"5",5,0.45,0.81,0.02,0.68,310.45,7,0
"6",6,0.08,0.08,0.08,0.08,0,2,0
"7",7,0.07,0.12,0.03,0.07,10.52,4,0
"8",8,0.05,0.05,0.05,0.05,0,2,0
"9",9,0.04,0.04,0.04,0.04,0,2,0
"10",10,0.06,0.08,0.02,0.07,12.85,4,0
"11",11,0.05,0.07,0.03,0.05,6.53,3,0
"12",12,0.16,0.16,0.16,0.16,0,2,0
"13",13,0.1,0.1,0.1,0.1,0,2,0
"14",14,0.18,0.35,0.01,0.24,205.78,8,0
"15",15,0.3,0.59,0.02,0.3,86.6,4,0
"16",16,0.22,0.45,0.01,0.22,7.69,4,0
"17",17,0.14,0.33,0.02,0.12,24.38,7,0
"18",18,0.03,0.07,0,0.02,2.91,6,0.17
"19",19,0.05,0.07,0,0.06,17.53,5,0.2
"20",20,0.1,0.59,0,0.05,819.1,36,0.08
"21",21,0.33,0.7,0.01,0.28,743.45,11,0
"22",22,0.26,0.26,0.26,0.26,0,2,0
"23",23,0.02,0.03,0.01,0.02,3.59,7,1
"24",24,0.04,0.05,0.03,0.04,6.29,3,0
"25",25,0.13,0.51,0,0.09,322.77,11,0.27
"26",26,0.07,0.15,0.01,0.06,56.85,7,0.29
