"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.22,0.58,0.01,0.18,639.37,9,0.22
"2",2,0.43,0.88,0.01,0.48,1820.67,8,0.38
"3",3,0.22,1.11,0,0.12,3148.9,20,0.25
"4",4,0.3,0.78,0.01,0.27,1277,11,0.09
"5",5,0.13,0.23,0.06,0.12,56,4,0
"6",6,0.17,0.37,0.01,0.18,88.19,6,0
"7",7,0.28,0.4,0.1,0.35,146.88,3,0
"8",8,0.2,0.36,0,0.19,83.19,4,0.25
"9",9,0.09,0.15,0.03,0.08,33.23,4,0
"10",10,0.19,0.28,0.09,0.19,5.29,3,0
"11",11,0.29,0.55,0.17,0.25,443.76,5,0
"12",12,0.17,0.2,0.12,0.19,95.03,3,0
"13",13,0.16,0.16,0.16,0.16,0,2,0
