"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.15,0.45,0,0.04,184.31,11,0.36
"2",2,0.21,0.97,0,0.12,2116.08,35,0.31
"3",3,0.11,0.2,0.01,0.12,157.4,10,0.2
"4",4,0.08,0.42,0,0.06,566.9,67,0.79
"5",5,0.24,1.89,0,0.09,9378,67,0.15
"6",6,0.21,0.36,0.05,0.21,623.03,9,0
"7",7,0.08,0.14,0.01,0.08,72.49,8,0.12
"8",8,0.13,0.32,0.01,0.08,143.46,8,0.12
"9",9,0.12,0.22,0.02,0.1,73.5,6,0
"10",10,0.22,0.56,0.01,0.16,445.21,7,0
"11",11,0.08,0.16,0.01,0.06,50.71,6,0
"12",12,0.08,0.15,0.01,0.08,6.49,4,0
"13",13,0.08,0.13,0.01,0.09,46.44,5,0
"14",14,0.03,0.05,0.01,0.03,8.05,6,0.5
"15",15,0.11,0.21,0.01,0.11,24.73,4,0
"16",16,0.23,0.34,0.11,0.24,22.09,3,0
"17",17,0.05,0.1,0,0.06,35.45,7,0.43
"18",18,0.05,0.09,0.01,0.04,25.02,6,0
"19",19,0.05,0.05,0.05,0.05,0,2,0
"20",20,0.07,0.09,0.06,0.06,14.49,3,0
"21",21,0.03,0.03,0.03,0.03,0,2,0
"22",22,0.12,0.12,0.12,0.12,0,2,0
"23",23,0.06,0.06,0.06,0.06,0,2,0
"24",24,0.09,0.09,0.09,0.09,0,2,0
"25",25,0.85,0.85,0.85,0.85,0,2,0
"26",26,0.02,0.02,0.02,0.02,0,2,0
"27",27,0.13,0.13,0.13,0.13,0,2,0
"28",28,0.12,0.12,0.12,0.12,0,2,0
"29",29,0.13,0.13,0.13,0.13,0,2,0
"30",30,0.3,0.3,0.3,0.3,0,2,0
"31",31,0.03,0.03,0.03,0.03,0,2,0
"32",32,0.05,0.05,0.05,0.05,0,2,0
