"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.71,0,0.05,941.62,65,0.29
"2",2,0.03,0.07,0,0.03,8.96,8,0.12
"3",3,0.05,0.05,0.05,0.05,0,2,0.5
"4",4,0.05,0.21,0,0.04,51.72,21,0.95
"5",5,0.22,0.42,0.02,0.21,72.85,4,0
"6",6,0.02,0.03,0,0.03,0,3,0
"7",7,0.07,0.17,0,0.01,10.66,5,0.2
"8",8,0.08,0.2,0,0.07,129.06,11,0.27
"9",9,0.03,0.08,0,0.01,3.72,6,0
"10",10,0.08,0.38,0,0.06,184.62,23,0.04
"11",11,0.07,0.22,0,0.06,159.05,96,0.08
"12",12,0.03,0.07,0,0.03,16.03,15,0.53
"13",13,0.08,0.39,0,0.07,223.92,53,0.11
"14",14,0.07,0.29,0,0.03,107,11,0.09
"15",15,0,0,0,0,0,3,0
"16",16,0.02,0.02,0,0.02,1.94,5,0
"17",17,0.05,0.12,0,0.03,27.34,6,0
"18",18,0.03,0.13,0,0.02,23.59,16,0.06
"19",19,0.01,0.01,0,0.01,0,3,0
"20",20,0.02,0.06,0,0.01,4.13,8,0.88
"21",21,0.1,0.37,0,0.07,158.55,33,0.24
"22",22,0.01,0.01,0,0.01,0,5,0
"23",23,0.1,0.27,0,0.09,51.35,8,0.25
"24",24,0.1,0.57,0,0.04,279.77,20,0.1
"25",25,0.05,0.31,0,0.04,102.59,30,0.27
"26",26,0,0,0,0,0,2,0
"27",27,0.03,0.06,0,0.02,3.71,5,0
"28",28,0.01,0.02,0,0.01,0.9,4,0
"29",29,0,0,0,0,0,2,0
"30",30,0.01,0.01,0,0.01,0,3,0
"31",31,0.01,0.01,0,0.01,0.03,3,0
"32",32,0,0.01,0,0,0,4,0
"33",33,0.1,0.2,0.01,0.1,8.93,4,0
"34",34,0.01,0.02,0,0.01,1.21,7,0
"35",35,0,0,0,0,0,3,0
"36",36,0.02,0.05,0,0.02,7.06,8,0
"37",37,0,0,0,0,0,2,0
"38",38,0.01,0.02,0,0.02,0,3,0
"39",39,0.11,0.36,0,0.05,81.18,11,0.09
"40",40,0.01,0.01,0,0.01,0,3,0
"41",41,0.1,0.11,0.09,0.11,39.24,3,0
"42",42,0.09,0.16,0,0.08,60.3,5,0
"43",43,0.14,0.26,0.01,0.14,63.47,4,0
"44",44,0,0,0,0,0,4,0
"45",45,0,0,0,0,0,2,0
"46",46,0.07,0.07,0.07,0.07,0,2,0
"47",47,0,0,0,0,0,3,0
"48",48,0,0,0,0,0,2,0
"49",49,0.01,0.03,0,0,0.24,5,0
"50",50,0.01,0.01,0,0.01,0.08,7,0.14
"51",51,0.01,0.02,0,0.01,0.21,4,0
"52",52,0.01,0.01,0.01,0.01,0,2,0
"53",53,0.01,0.01,0.01,0.01,0,2,0
"54",54,0.07,0.18,0,0.02,16.21,6,0.17
"55",55,0.06,0.06,0.06,0.06,0,2,0
"56",56,0.26,0.26,0.26,0.26,0,2,0
"57",57,0.18,0.23,0.16,0.17,118.3,3,0
"58",58,0.01,0.01,0.01,0.01,0,2,0
"59",59,0.03,0.05,0.01,0.02,5.5,6,0.67
"60",60,0.02,0.05,0,0.02,2.42,6,0
"61",61,0.02,0.03,0.02,0.03,1.82,3,0.67
"62",62,0,0,0,0,0,2,0
"63",63,0.01,0.01,0,0.01,0,4,0
"64",64,0.06,0.09,0.02,0.07,0.58,3,0.67
"65",65,0,0,0,0,0,2,0
"66",66,0.02,0.03,0.01,0.02,2.1,5,0.8
"67",67,0.01,0.02,0,0.01,0.56,5,0
"68",68,0,0,0,0,0,2,0
"69",69,0,0,0,0,0,2,0
"70",70,0,0,0,0,0,2,0
"71",71,0,0,0,0,0,2,0
"72",72,0.01,0.01,0.01,0.01,0,2,0
"73",73,0.02,0.02,0.01,0.02,0.73,3,0.67
"74",74,0,0.01,0,0.01,0,3,0
"75",75,0,0,0,0,0,2,0
"76",76,0,0,0,0,0,2,0
"77",77,0,0,0,0,0,2,0
"78",78,0.09,0.23,0.01,0.09,130.02,14,1
"79",79,0.04,0.04,0.04,0.04,0,2,1
"80",80,0.12,0.22,0.03,0.13,76.34,5,1
"81",81,0.19,0.54,0.01,0.09,137.49,11,1
"82",82,0.06,0.14,0,0.05,70.6,13,1
"83",83,0.02,0.03,0.01,0.03,1.34,3,1
"84",84,0.05,0.1,0.01,0.05,5.24,4,1
"85",85,0.05,0.05,0.04,0.05,8.2,3,1
"86",86,0.05,0.06,0.03,0.06,8.19,3,1
"87",87,0.01,0.01,0.01,0.01,0,2,1
"88",88,0.01,0.01,0.01,0.01,0,2,1
"89",89,0.1,0.15,0.08,0.08,11.72,3,1
"90",90,0.03,0.07,0,0.02,5.74,5,1
"91",91,0.03,0.04,0.02,0.02,0.61,3,1
"92",92,0.09,0.11,0.08,0.08,28.96,3,1
"93",93,0.35,0.52,0.05,0.48,40.05,3,1
"94",94,0.23,0.23,0.23,0.23,0,2,1
"95",95,0.04,0.06,0.01,0.04,7.35,4,1
"96",96,0.01,0.01,0.01,0.01,0,2,1
"97",97,0.06,0.09,0.04,0.05,4.46,3,1
"98",98,0.02,0.04,0.01,0.02,1.48,4,1
"99",99,0.03,0.03,0.03,0.03,0,2,1
