"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.13,0.94,0,0.07,1897.27,103,0.4
"2",2,0.06,0.2,0,0.05,147.6,88,0.05
"3",3,0.18,0.23,0.16,0.17,118.53,3,0
"4",4,0.12,0.69,0,0.08,673.49,107,0.15
"5",5,0.11,0.37,0,0.07,159.21,49,0.18
"6",6,0.11,0.67,0,0.06,1542.43,67,0.52
"7",7,0.1,0.56,0,0.08,578.82,84,0.21
"8",8,0.05,0.32,0,0.03,121.01,61,0.25
"9",9,0,0,0,0,0,2,0
"10",10,0,0,0,0,0,2,0
"11",11,0.26,0.26,0.26,0.26,0,2,0
"12",12,0.13,0.42,0,0.1,645.64,65,0.25
"13",13,0.19,0.53,0,0.21,692.18,25,0.12
"14",14,0.08,0.2,0,0.07,129.06,11,0.27
"15",15,0.09,0.54,0,0.06,336.38,69,0.72
