"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.09,0.14,0.01,0.13,5.56,3,0.33
"2",2,0.16,0.38,0,0.13,411.17,12,0.08
"3",3,0.15,0.65,0,0.13,1371.5,47,0.36
"4",4,0.19,1.22,0,0.07,3076.27,53,0.51
"5",5,0.31,4.37,0,0.13,10918.71,57,0.3
"6",6,0.23,0.23,0.23,0.23,0,2,0
"7",7,0.24,0.4,0.07,0.22,147.28,4,0
"8",8,0.2,0.33,0.05,0.17,66.74,4,0
"9",9,0.12,0.17,0.03,0.15,7.02,3,0
"10",10,0.12,0.13,0.1,0.12,50.93,3,0
"11",11,0.17,0.17,0.17,0.17,0,2,0
"12",12,0,0,0,0,0,2,0
"13",13,0,0,0,0,0,2,0
"14",14,0,0,0,0,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0,0,0,0,0,2,0
"17",17,0.05,0.05,0.05,0.05,0,2,0
"18",18,0.27,0.72,0.01,0.21,123.98,7,0
"19",19,0.4,0.84,0.01,0.41,2438.66,18,0
"20",20,0.25,1.38,0,0.2,3492.24,36,0.17
"21",21,0.09,0.09,0.09,0.09,0,2,0
"22",22,0.07,0.11,0.01,0.1,0.75,3,0
"23",23,0.16,0.3,0.01,0.19,268.33,7,0
"24",24,0.24,0.78,0,0.11,793.27,14,0.14
"25",25,0.06,0.08,0.04,0.07,12.09,3,0
"26",26,0.37,1.01,0.01,0.16,558.54,10,0.1
"27",27,0.19,0.53,0,0.18,1305.8,25,0.2
"28",28,0.06,0.06,0.06,0.06,0,2,0
"29",29,0.22,0.22,0.22,0.22,0,2,0
"30",30,0.23,1.86,0,0.1,7184.48,51,0.12
"31",31,0.18,0.59,0,0.12,451.11,10,0
"32",32,0.18,0.18,0.18,0.18,0,2,0
"33",33,0.07,0.07,0.07,0.07,0,2,0
"34",34,0.09,0.09,0.09,0.09,0,2,0
"35",35,0.31,0.87,0,0.27,1269.03,13,0
"36",36,0.44,0.96,0.02,0.44,2894.99,14,0
"37",37,0.16,0.16,0.16,0.16,0,2,0
"38",38,0.14,0.14,0.14,0.14,0,2,0
"39",39,1.23,1.23,1.23,1.23,0,2,0
"40",40,0.05,0.05,0.05,0.05,0,2,0
"41",41,0.05,0.05,0.05,0.05,0,2,0
"42",42,0.1,0.1,0.1,0.1,0,2,0
"43",43,0,0,0,0,0,2,0
"44",44,0,0,0,0,0,2,0
"45",45,0.13,0.22,0.07,0.12,197.44,7,0
"46",46,0.36,1.25,0,0.22,1427.09,9,0.22
"47",47,0.16,0.56,0.01,0.12,817.53,17,0.06
"48",48,0.05,0.09,0.02,0.05,4.08,4,0
"49",49,0.23,0.5,0.02,0.23,262.31,8,0
"50",50,0.06,0.06,0.06,0.06,0,2,0
"51",51,0.14,0.19,0.06,0.18,44.17,3,0
"52",52,0.11,0.21,0.02,0.11,62.92,6,0
"53",53,0.07,0.12,0.02,0.07,19.95,4,0
"54",54,0.24,1.01,0,0.09,1451.03,19,0.21
"55",55,0.11,0.36,0.01,0.1,307.14,16,0
"56",56,0.13,0.19,0.04,0.16,7.07,3,0
"57",57,0.08,0.08,0.08,0.08,0,2,0
"58",58,0.02,0.02,0.02,0.02,0,2,0
"59",59,0.5,0.5,0.5,0.5,0,2,0
"60",60,0.17,0.9,0,0.11,912.94,25,0.32
