"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.05,0.1,0,0.04,3.49,5,0.2
"2",2,0.07,0.12,0.03,0.07,10.56,4,0
"3",3,0.07,0.13,0,0.07,49.27,9,0.11
"4",4,0.12,0.7,0,0.06,1250.58,40,0.07
"5",5,0.09,0.3,0.01,0.07,104.56,12,0.08
"6",6,0.11,0.21,0.01,0.11,22.21,4,0
"7",7,0.04,0.07,0.01,0.06,7.23,5,0
"8",8,0.14,0.33,0.02,0.12,24.45,7,0
"9",9,0.01,0.01,0.01,0.01,0.13,3,0
"10",10,0.04,0.04,0.04,0.04,0,2,0
"11",11,0.08,0.21,0.01,0.08,74.95,9,0.11
"12",12,0.03,0.04,0.02,0.03,2.52,3,0
"13",13,0.08,0.08,0.08,0.08,0,2,0
"14",14,0.02,0.04,0,0.02,4.45,10,0.8
"15",15,0.45,0.81,0.02,0.68,311.47,7,0
"16",16,0.07,0.15,0.01,0.06,56.86,7,0.29
"17",17,0.08,0.12,0.04,0.08,45.08,5,0
"18",18,0.04,0.05,0.03,0.04,6.31,3,0
"19",19,0.05,0.05,0.05,0.05,0,2,0
"20",20,0.04,0.04,0.04,0.04,0,2,0
"21",21,0.06,0.08,0.02,0.07,12.84,4,0
"22",22,0.05,0.07,0.03,0.05,6.53,3,0
"23",23,0.04,0.07,0,0.04,3.5,4,0.25
"24",24,0.26,0.26,0.26,0.26,0,2,0
"25",25,0.14,0.51,0,0.1,178.09,9,0.22
"26",26,0.16,0.16,0.16,0.16,0,2,0
"27",27,0.1,0.1,0.1,0.1,0,2,0
