name,lat,lon,grupo,authority,betweenness,eigen,hub,pagerank,subgraph,degree
23DES0009S,21.17219,-86.82363,55,0.3110354527521924,44,0.3110354527521939,0.3110354527521924,0.03032279557848103,2026422.6482161763,25
23DES0014D,21.17362,-86.84408,55,0.1514817129032248,48,0.15148171290322565,0.1514817129032248,0.016852851267367148,1870679.229843754,20
23DES0018Z,21.19577,-86.82127,55,0.17165439181976977,12.5,0.17165439181977046,0.17165439181976977,0.022500146796458242,1154885.4792754408,18
23DES0020O,21.15533,-86.85323,55,0.42213374816347715,277,0.4221337481634781,0.42213374816347715,0.031061154115350025,1778133.0439985122,25
23DES0021N,21.09153,-86.85334,55,0.07201992885439625,0,0.07201992885439679,0.07201992885439625,0.010647942896076094,134291.6391324688,5
23DES0023L,21.13454,-86.86392,55,0.2140688377248601,103.5,0.21406883772486088,0.2140688377248601,0.02111172569891347,1669109.1066454833,22
23DES0025J,21.14688,-86.89558,55,0.17666018119854573,107.75,0.17666018119854673,0.17666018119854573,0.024139271841927483,1733001.6341244103,23
23DES0026I,21.20009,-86.83539,55,0.11272004628402743,14,0.11272004628402808,0.11272004628402743,0.01773475693976522,1106378.5157101087,16
23DES0028G,21.16506,-86.85491,55,0.13969795719023193,19,0.13969795719023273,0.13969795719023193,0.017331910273425444,1326038.566898398,18
23DES0029F,21.17949,-86.85589,55,0.13707845109223432,73,0.13707845109223496,0.13707845109223432,0.018275209141675904,1471940.255444688,18
23DES0032T,21.18935,-86.84843,55,0.1254726681917831,53,0.1254726681917838,0.1254726681917831,0.019813120710765356,1366340.9890848284,18
23DES0034R,21.18208,-86.87321,55,0.08598850918426791,4,0.08598850918426856,0.08598850918426791,0.015010535855508184,784494.1986072629,13
23DST0011Z,21.17217,-86.82135,55,0.21037211080630663,210,0.21037211080630805,0.21037211080630663,0.02674722446958936,1905501.0853436375,22
23DST0016U,21.16455,-86.85121,55,0.21754154391346622,98,0.21754154391346728,0.21754154391346622,0.025096289610189886,2083972.9348282036,24
23DST0018S,21.1511,-86.87589,55,0.10623760849205416,7,0.1062376084920548,0.10623760849205416,0.012713868104339717,503793.1662998075,10
23DST0019R,21.15406,-86.88523,55,0.17623681093694205,81,0.1762368109369428,0.17623681093694205,0.024525748297943677,1974325.553652659,22
