"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.52,0,0.07,318.65,94,0.13
"2",2,0.06,0.2,0,0.05,147.44,85,0.05
"3",3,0.11,0.37,0,0.07,159.63,49,0.18
"4",4,0.1,0.67,0,0.06,1166.94,70,0.56
"5",5,0.1,0.56,0,0.07,540.22,83,0.22
"6",6,0.05,0.32,0,0.03,121.08,62,0.24
"7",7,0.08,0.2,0,0.07,129.16,11,0.27
"8",8,0.13,0.42,0,0.1,645.81,64,0.25
"9",9,0.15,0.3,0,0.16,243.91,20,0.15
"10",10,0,0.01,0,0.01,0,3,0
"11",11,0.02,0.05,0,0.02,8.4,10,0.2
"12",12,0.07,0.18,0,0.06,147.22,67,0.72
