"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.93,0,0.07,2255.44,77,0.43
"2",2,0.07,0.28,0,0.06,221.28,52,1
"3",3,0.56,1.18,0,0.2,1499,15,0.27
"4",4,0.07,0.56,0,0.06,371.46,101,0.31
"5",5,0.28,1.22,0,0.24,2825,28,0.36
"6",6,0.11,0.27,0.01,0.11,203.54,9,0.11
"7",7,0.09,0.2,0.01,0.09,127.2,9,0
"8",8,0.27,1.71,0,0.09,6222.26,58,0.24
"9",9,0.09,0.37,0,0.09,429.01,96,0.32
"10",10,0.25,0.67,0.01,0.24,1129.05,18,0
"11",11,0.18,0.4,0,0.16,619.88,15,0.33
"12",12,0.08,0.25,0,0.06,221.92,19,0.16
"13",13,0.09,0.27,0,0.08,316.61,31,0.19
"14",14,0.15,0.38,0,0.14,572,42,0.14
"15",15,0.09,0.19,0,0.1,95.76,10,0.3
"16",16,0.08,0.16,0.01,0.1,60.09,6,0.17
"17",17,0.07,0.12,0.02,0.07,38.78,5,0
"18",18,0.13,0.36,0,0.09,79.06,15,0.4
"19",19,0.08,0.13,0,0.12,42.01,5,0.2
"20",20,0.1,0.19,0.01,0.09,62.25,6,0.17
"21",21,0.07,0.11,0.02,0.09,3.16,3,0
"22",22,0.4,0.6,0.02,0.59,37.39,3,0
"23",23,0,0,0,0,0,2,0
"24",24,0.19,0.35,0,0.22,205.22,6,0.33
"25",25,0.06,0.13,0,0.03,16.4,5,0
"26",26,0.05,0.1,0.01,0.05,0.39,4,0
"27",27,0.06,0.07,0.03,0.07,9.19,3,0
"28",28,0.02,0.03,0,0.02,0.54,3,0.33
"29",29,0.15,0.15,0.15,0.15,0,2,0
"30",30,0.04,0.07,0.01,0.04,4.53,4,0.25
"31",31,0.07,0.14,0.02,0.07,40.71,5,0
"32",32,0.11,0.17,0.05,0.12,7.17,3,0
"33",33,0.01,0.01,0.01,0.01,0,2,0
"34",34,0.01,0.01,0.01,0.01,0,2,0.5
"35",35,0.01,0.01,0.01,0.01,0,2,0
"36",36,0.01,0.01,0.01,0.01,0,2,0.5
"37",37,0.06,0.06,0.06,0.06,0,2,0
"38",38,0.01,0.01,0.01,0.01,0,2,0
"39",39,0.01,0.01,0.01,0.01,0,2,0.5
"40",40,0.06,0.06,0.06,0.06,0,2,0
"41",41,0,0,0,0,0,2,0.5
"42",42,0.03,0.03,0.03,0.03,0,2,0
"43",43,0.18,0.18,0.18,0.18,0,2,1
"44",44,0.04,0.04,0.04,0.04,0,2,0
"45",45,0.07,0.07,0.07,0.07,0,2,0
"46",46,0.05,0.05,0.05,0.05,0,2,0
"47",47,0.01,0.01,0.01,0.01,0,2,0
