"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.11,0.01,0.03,18.11,9,0
"2",2,0.04,0.08,0,0.03,21.86,13,0.31
"3",3,0.13,0.28,0,0.13,85.94,6,0.17
"4",4,0.17,0.17,0.17,0.17,0,2,0
"5",5,0.27,0.63,0.02,0.28,468.91,7,0
"6",6,0.16,0.26,0.05,0.17,175.08,5,0
"7",7,0.06,0.19,0,0.04,44.72,11,0.27
"8",8,0.07,0.23,0,0.07,106.95,24,0.25
"9",9,0.09,0.13,0.02,0.12,9.54,3,0
"10",10,0.2,0.97,0,0.03,221.89,11,0.91
"11",11,0.16,0.53,0.01,0.06,505.46,11,0.09
"12",12,0.11,0.11,0.11,0.11,0,2,0
"13",13,0.04,0.07,0,0.03,10.27,5,0.8
"14",14,0.06,0.08,0.02,0.07,6.41,3,0
"15",15,0.03,0.05,0,0.03,0.8,4,0.75
"16",16,0.19,0.31,0.08,0.22,140.3,4,0
"17",17,0.06,0.06,0.06,0.06,0,2,0
"18",18,0.24,0.35,0.08,0.29,74.32,3,0
"19",19,0.02,0.02,0.02,0.02,0,2,1
