"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.15,0.03,0.08,16.24,4,0
"2",2,0.02,0.05,0,0.02,7.07,8,0.38
"3",3,0.04,0.06,0.01,0.03,12.24,6,0.33
"4",4,0.04,0.06,0,0.05,10.7,4,0.5
"5",5,0.04,0.06,0.01,0.04,5.88,4,0.25
"6",6,0.05,0.09,0.01,0.05,7.01,4,0.25
"7",7,0.06,0.06,0.06,0.06,0,2,0
"8",8,0.03,0.03,0.03,0.03,0,2,0
"9",9,0.03,0.03,0.03,0.03,0,2,0
"10",10,0.04,0.1,0,0.03,13.08,10,1
"11",11,0.04,0.09,0,0.04,38.58,13,0.62
"12",12,0.02,0.02,0.02,0.02,0,2,1
