"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.05,0.19,0,0.02,12.01,8,0.12
"2",2,0.08,0.2,0,0.07,129.21,11,0.27
"3",3,0.08,0.39,0,0.06,240.28,68,0.09
"4",4,0.1,0.45,0,0.08,270.44,35,0.03
"5",5,0.04,0.14,0,0.03,18.16,17,0.35
"6",6,0.03,0.07,0,0.03,15.35,15,0.53
"7",7,0.01,0.04,0,0.01,3.29,9,0.11
"8",8,0.04,0.16,0,0.02,23.71,12,0.08
"9",9,0.04,0.15,0,0.02,24.02,10,0.1
"10",10,0.04,0.15,0,0.03,40.61,20,0
"11",11,0.01,0.02,0,0.01,0.92,4,0
"12",12,0.05,0.12,0,0.03,27.38,6,0
"13",13,0.02,0.04,0,0.02,4.39,8,0
"14",14,0.01,0.03,0,0.01,0.47,5,0
"15",15,0.11,0.44,0,0.07,295.04,36,0.31
"16",16,0.06,0.12,0,0.09,10.35,6,0.33
"17",17,0.01,0.02,0,0.02,1.06,4,0
"18",18,0.1,0.27,0,0.09,51.27,8,0.25
"19",19,0.03,0.05,0.01,0.03,7.22,9,0.67
"20",20,0.06,0.11,0,0.07,11.51,6,0
"21",21,0.09,0.3,0,0.05,137.85,16,0.12
"22",22,0.08,0.31,0,0.06,249.73,36,0.17
"23",23,0,0,0,0,0,2,0
"24",24,0,0,0,0,0,2,0
"25",25,0.05,0.12,0,0.02,6.98,5,0.2
"26",26,0,0,0,0,0,2,0
"27",27,0.02,0.05,0,0.02,7.34,8,0.62
"28",28,0,0,0,0,0,2,0
"29",29,0,0.01,0,0,0,4,0
"30",30,0.01,0.02,0,0.01,1.2,7,0
"31",31,0,0,0,0,0,3,0
"32",32,0.02,0.03,0.01,0.02,1.54,4,0.5
"33",33,0.01,0.02,0,0.02,0,3,0
"34",34,0.11,0.36,0,0.05,80.84,11,0.09
"35",35,0.01,0.01,0,0.01,0,3,0
"36",36,0.09,0.13,0.02,0.12,9.16,3,0
"37",37,0.1,0.14,0.01,0.13,7.85,3,0
"38",38,0.01,0.01,0,0.01,0.08,6,0
"39",39,0,0,0,0,0,3,0
"40",40,0.01,0.03,0,0.02,1.77,6,0
"41",41,0.01,0.01,0,0.01,0.08,7,0.14
"42",42,0.01,0.01,0,0.01,0,3,0
"43",43,0.01,0.02,0,0.01,0.23,4,0
"44",44,0.01,0.01,0.01,0.01,0,2,0
"45",45,0.07,0.18,0,0.05,49.61,8,0.38
"46",46,0.01,0.01,0,0.01,0.01,3,0
"47",47,0.01,0.02,0.01,0.02,0.72,3,0
"48",48,0.06,0.06,0.06,0.06,0,2,0
"49",49,0.02,0.07,0,0.02,3.83,11,0.64
"50",50,0.01,0.01,0.01,0.01,0,2,0
"51",51,0.02,0.05,0,0.02,2.42,6,0
"52",52,0,0,0,0,0,2,0
"53",53,0.01,0.01,0,0.01,0,4,0
"54",54,0.06,0.09,0.02,0.07,0.55,3,0.67
"55",55,0,0,0,0,0,2,0
"56",56,0.02,0.03,0.01,0.02,2.13,5,0.8
"57",57,0.01,0.03,0,0.01,0.57,6,0
"58",58,0.01,0.02,0,0.01,0.55,5,0
"59",59,0,0,0,0,0,2,0
"60",60,0,0,0,0,0,2,0
"61",61,0,0,0,0,0,2,0
"62",62,0,0,0,0,0,2,0
"63",63,0.01,0.01,0.01,0.01,0,2,0
"64",64,0.02,0.02,0.01,0.02,0.72,3,0.67
"65",65,0,0.01,0,0,0.04,4,0
"66",66,0,0,0,0,0,2,0
"67",67,0,0,0,0,0,2,0
"68",68,0.01,0.01,0,0.01,0,3,0
"69",69,0,0,0,0,0,2,0
"70",70,0,0,0,0,0,2,0
"71",71,0.04,0.04,0.04,0.04,0,2,0
"72",72,0.09,0.23,0.01,0.09,130.06,14,1
"73",73,0.04,0.04,0.04,0.04,0,2,1
"74",74,0.06,0.14,0,0.05,38.75,11,1
"75",75,0.04,0.09,0,0.04,11.32,10,1
"76",76,0.02,0.03,0.01,0.03,1.36,3,1
"77",77,0.05,0.1,0.01,0.05,5.23,4,1
"78",78,0.06,0.09,0.04,0.05,15.33,4,1
"79",79,0.03,0.03,0.03,0.03,0,2,1
"80",80,0.01,0.01,0.01,0.01,0,2,1
"81",81,0.01,0.01,0.01,0.01,0,2,1
"82",82,0.1,0.15,0.08,0.08,11.69,3,1
"83",83,0.02,0.03,0,0.02,1.44,4,1
"84",84,0.09,0.11,0.08,0.08,28.89,3,1
"85",85,0.35,0.52,0.05,0.48,40.05,3,1
"86",86,0.23,0.23,0.23,0.23,0,2,1
"87",87,0.01,0.01,0.01,0.01,0,2,1
"88",88,0.06,0.09,0.04,0.05,4.45,3,1
"89",89,0.06,0.1,0.04,0.05,13.67,4,1
"90",90,0.02,0.04,0.01,0.02,1.48,4,1
"91",91,0.03,0.03,0.03,0.03,0,2,1
