"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.42,0,0.03,118.41,14,0.07
"2",2,0.11,0.26,0,0.1,211.06,10,0.1
"3",3,0,0,0,0,0,2,1
"4",4,0.04,0.11,0,0.04,43.94,24,1
"5",5,0.06,0.17,0,0.04,41.52,9,0.11
"6",6,0.16,0.26,0.06,0.16,215.94,5,0
"7",7,0.07,0.17,0,0.06,25.43,7,0
"8",8,0.2,0.96,0,0.05,898.55,13,0.23
"9",9,0.24,0.78,0,0.11,792.79,14,0.14
"10",10,0.37,1.01,0.01,0.16,558.02,10,0.1
"11",11,0.06,0.06,0.06,0.06,0,2,0
"12",12,0.2,0.6,0,0.05,496.88,16,0.12
"13",13,0.1,0.2,0,0.1,169.76,9,0
"14",14,0.07,0.07,0.07,0.07,0,2,0
"15",15,0.14,0.31,0,0.1,117.15,8,0
"16",16,0.05,0.05,0.05,0.05,0,2,0
"17",17,0.1,0.1,0.1,0.1,0,2,0
"18",18,0,0,0,0,0,2,0
"19",19,0,0,0,0,0,2,0
