name,grupo,sub_grupo
08EES0069N,219,1
08PES0214O,219,1
08PES0217L,219,1
08PES0221Y,219,1
08PES0248E,219,1
08PES0263X,219,1
08PES0259K,219,1
08PES0281M,219,1
08DES0001H,219,2
08DES0023T,219,2
08DES0071C,219,2
08DSN0001P,219,2
08DST0038N,219,2
08EES0151N,219,2
08PES0192T,219,2
08PES0211R,219,2
08PES0251S,219,2
08PES0282L,219,2
08PES0264W,219,2
08DES0051P,219,3
08DST0010H,219,3
08EES0113K,219,3
08SES0028Q,219,3
08DES0024S,219,4
08DES0067Q,219,4
08DES0085F,219,4
08DES0094N,219,4
08DES0095M,219,4
08DES0096L,219,4
08DES0102F,219,4
08DES0106B,219,4
08DES0107A,219,4
08DES0109Z,219,4
08DES0112M,219,4
08DST0015C,219,4
08DST0030V,219,4
08DST0033S,219,4
08DST0035Q,219,4
08DST0044Y,219,4
08DST0047V,219,4
08DST0055D,219,4
08DST0060P,219,4
08DST0064L,219,4
08DST0073T,219,4
08DST0075R,219,4
08DST0081B,219,4
08DST0082A,219,4
08DST0083Z,219,4
08DST0084Z,219,4
08DST0086X,219,4
08DST0088V,219,4
08DST0090J,219,4
08DST0091I,219,4
08DST0093G,219,4
08EES0070C,219,4
08EES0126O,219,4
08EES0193M,219,4
08SES0007D,219,4
08SES0010R,219,4
08PES0227S,219,4
08DST0094F,219,4
08SES0012P,219,4
08ETV0206F,219,4
08EES0206Z,219,4
08PES0253Q,219,4
08PES0219J,219,4
08DES0012N,219,5
08DES0019G,219,5
08DES0020W,219,5
08DES0034Z,219,5
08DES0097K,219,5
08DST0001Z,219,5
08DST0048U,219,5
08DST0056C,219,5
08EES0068O,219,5
08EES0071B,219,5
08PES0017N,219,5
08PES0028T,219,5
08SES0024U,219,5
08SES0025T,219,5
08PES0054R,219,5
08DST0095E,219,5
08DST0041A,219,6
08PES0081O,219,6
08PES0098O,219,6
08PES0218K,219,6
08PES0224V,219,6
08PES0271F,219,6
08PES0199M,219,6
08PES0277Z,219,6
08DST0089U,219,7
08DTV0091W,219,7
08PES0258L,219,7
08SES0008C,219,7
08SES0029P,219,7
08SES0033B,219,7
08PES0182M,219,8
08PES0226T,219,8
08PES0245H,219,8
08PES0246G,219,8
08DTV0191V,219,9
08PES0034D,219,9
08PES0152S,219,10
08PES0288F,219,11
