"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.37,0.78,0.01,0.37,2184.41,14,0.07
"2",2,0.4,0.78,0.01,0.4,1474.54,9,0
"3",3,0.22,0.58,0.01,0.18,640.06,9,0.22
"4",4,0.36,0.88,0,0.33,1820.23,12,0.33
"5",5,0.5,1.11,0.02,0.48,2472.8,6,0
"6",6,0.09,0.45,0,0.03,305.43,14,0.36
"7",7,0.29,0.55,0.17,0.25,444.3,5,0
"8",8,0.13,0.23,0.06,0.12,56.13,4,0
"9",9,0.09,0.15,0.03,0.08,33.2,4,0
"10",10,0.17,0.2,0.12,0.19,95.1,3,0
"11",11,0.16,0.16,0.16,0.16,0,2,0
