"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.13,0.36,0,0.09,79.16,15,0.4
"2",2,0.14,0.93,0,0.07,1925.36,54,0.19
"3",3,0.26,0.67,0.01,0.24,1128.55,17,0
"4",4,0.09,0.19,0.01,0.1,131.14,9,0.22
"5",5,0.15,2.04,0,0.08,7594.53,93,0.48
"6",6,0.27,0.68,0.01,0.2,361.17,10,0.2
"7",7,0.11,0.84,0,0.08,1816.8,139,0.25
"8",8,0.07,0.37,0,0.06,290.7,61,1
"9",9,0.11,0.27,0.01,0.11,203.75,9,0.11
"10",10,0.09,0.19,0,0.1,95.88,10,0.3
"11",11,0.08,0.25,0,0.06,221.87,19,0.16
"12",12,0.09,0.27,0,0.08,316.42,31,0.19
"13",13,0.07,0.22,0,0.06,76.57,13,0.38
"14",14,0.09,0.2,0.01,0.09,127.17,9,0
"15",15,0.08,0.19,0.01,0.06,30.56,9,0.33
"16",16,0.19,0.35,0,0.22,205.14,6,0.33
"17",17,0.07,0.13,0.02,0.06,37.44,6,0
"18",18,0.13,1.25,0,0.1,1412.52,77,0.16
"19",19,0.1,0.19,0.01,0.09,62.18,6,0.17
"20",20,0.07,0.12,0.02,0.07,38.82,5,0
"21",21,0.08,0.16,0.01,0.1,59.94,6,0.17
"22",22,0.08,0.13,0,0.12,42.13,5,0.2
"23",23,0.03,0.05,0.01,0.04,0.8,3,1
"24",24,0.06,0.13,0,0.03,16.37,5,0
"25",25,0.09,0.25,0,0.08,117.45,9,0
"26",26,0.02,0.04,0.01,0.03,0.65,3,1
"27",27,0.05,0.1,0.01,0.05,0.3,4,0
"28",28,0.04,0.09,0,0.04,0.53,4,0.5
"29",29,0.01,0.01,0.01,0.01,0,2,1
"30",30,0.07,0.11,0.02,0.09,3.29,3,0
"31",31,0.03,0.04,0.02,0.02,1.63,3,1
"32",32,0.06,0.07,0.03,0.07,9.11,3,0
"33",33,0.04,0.07,0.01,0.04,4.52,4,0.25
"34",34,0.11,0.17,0.05,0.12,7.11,3,0
"35",35,0.01,0.01,0.01,0.01,0,2,0
"36",36,0.02,0.03,0,0.02,0.56,3,0.33
"37",37,0.05,0.05,0.05,0.05,0,2,0
"38",38,0.01,0.01,0.01,0.01,0,2,0
"39",39,0,0,0,0,0,2,0.5
"40",40,0.04,0.04,0.04,0.04,0,2,0
"41",41,0.06,0.06,0.06,0.06,0,2,0
"42",42,0.01,0.01,0.01,0.01,0,2,0
"43",43,0.03,0.03,0.03,0.03,0,2,0
"44",44,0.01,0.01,0.01,0.01,0,2,0
"45",45,0.01,0.01,0.01,0.01,0,2,0.5
"46",46,0.01,0.01,0.01,0.01,0,2,0.5
"47",47,0.07,0.07,0.07,0.07,0,2,0
"48",48,0.06,0.06,0.06,0.06,0,2,0
"49",49,0.15,0.15,0.15,0.15,0,2,0
"50",50,0,0,0,0,0,2,0
"51",51,0.01,0.01,0.01,0.01,0,2,0.5
