"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.02,0.02,0.02,0.02,0,2,0
"2",2,0.08,0.08,0.08,0.08,0,2,0
"3",3,0,0,0,0,0,2,0
"4",4,0,0,0,0,0,2,0
"5",5,0,0,0,0,0,2,0
"6",6,0,0,0,0,0,2,0
"7",7,0,0,0,0,0,2,0
"8",8,0,0,0,0,0,2,0
"9",9,0,0,0,0,0,2,0
"10",10,0.01,0.01,0.01,0.01,0,2,0
"11",11,0,0,0,0,0,2,0
"12",12,0.04,0.13,0,0.04,39.67,23,0
"13",13,0.02,0.03,0.01,0.02,3.12,4,0.25
"14",14,0.02,0.02,0,0.02,0.17,3,0
"15",15,0.35,0.67,0.04,0.35,328.29,4,0.25
"16",16,0.07,0.07,0.07,0.07,0,2,1
"17",17,0.03,0.08,0,0.03,18.61,12,1
"18",18,NA,-Inf,Inf,NA,0,1,0
"19",19,0.05,0.05,0.05,0.05,0,2,0
"20",20,0.02,0.03,0,0.03,1.5,4,0
"21",21,0.05,0.11,0,0.05,9.29,5,0
"22",22,0.04,0.11,0,0.03,21.88,16,0.5
"23",23,0.02,0.03,0.01,0.02,0.79,3,0
