"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.17,0.9,0,0.11,913.57,25,0.32
"2",2,0.16,0.56,0.01,0.12,817.65,17,0.06
"3",3,0.27,0.72,0.01,0.21,123.49,7,0
"4",4,0.24,1.38,0,0.19,3159.95,32,0.19
"5",5,0.18,1.86,0,0.07,7386.07,92,0.34
"6",6,0.16,0.38,0,0.13,410.93,12,0.08
"7",7,0.31,4.37,0,0.13,10919.27,57,0.3
"8",8,0.36,1.25,0,0.22,1427.88,9,0.22
"9",9,0.44,1.05,0.02,0.44,3173.26,15,0
"10",10,0.18,0.59,0,0.12,451.38,10,0
"11",11,0.19,0.53,0,0.18,1306.21,25,0.2
"12",12,0.23,0.5,0.02,0.23,263.01,8,0
"13",13,0.15,0.65,0,0.12,1370.83,46,0.37
"14",14,0.4,0.84,0.01,0.41,2439.13,18,0
"15",15,0.11,0.36,0.01,0.1,307.49,16,0
"16",16,0.24,1.01,0,0.09,1451.23,19,0.21
"17",17,0.23,0.23,0.23,0.23,0,2,0
"18",18,0.24,0.78,0,0.11,792.33,14,0.14
"19",19,0.31,0.87,0,0.27,1269.37,13,0
"20",20,0.24,0.4,0.07,0.22,147.15,4,0
"21",21,0.12,0.13,0.1,0.12,50.97,3,0
"22",22,0.2,0.33,0.05,0.17,66.77,4,0
"23",23,0.13,0.22,0.07,0.12,197.46,7,0
"24",24,0.22,0.22,0.22,0.22,0,2,0
"25",25,0.11,0.21,0.02,0.11,63.06,6,0
"26",26,0.05,0.09,0.02,0.05,4.04,4,0
"27",27,0.37,1.01,0.01,0.16,558.32,10,0.1
"28",28,0.11,0.2,0.02,0.1,11.22,4,0
"29",29,0.07,0.11,0.01,0.1,0.74,3,0
"30",30,0.18,0.18,0.18,0.18,0,2,0
"31",31,0,0,0,0,0,2,1
"32",32,0.16,0.3,0.01,0.19,268.21,7,0
"33",33,0.14,0.19,0.06,0.18,44.27,3,0
"34",34,0.09,0.14,0.01,0.13,5.5,3,0.33
"35",35,0.13,0.19,0.04,0.16,6.95,3,0
"36",36,0.06,0.08,0.04,0.07,12.04,3,0
"37",37,0.08,0.08,0.08,0.08,0,2,0
"38",38,0.09,0.09,0.09,0.09,0,2,0
"39",39,0.06,0.06,0.06,0.06,0,2,0
"40",40,0.05,0.05,0.05,0.05,0,2,0
"41",41,0.15,0.19,0.07,0.19,58.12,3,0
"42",42,0.1,0.12,0.07,0.11,34.8,3,0
"43",43,1.23,1.23,1.23,1.23,0,2,0
"44",44,0.05,0.05,0.05,0.05,0,2,0
"45",45,0,0,0,0,0,2,0
"46",46,0.17,0.17,0.17,0.17,0,2,0
"47",47,0,0,0,0,0,2,0
"48",48,0.07,0.12,0.02,0.07,20.06,4,0
"49",49,0.12,0.17,0.03,0.15,7.08,3,0
"50",50,0.77,0.77,0.77,0.77,0,2,0
"51",51,0.06,0.06,0.06,0.06,0,2,0
"52",52,0.14,0.14,0.14,0.14,0,2,0
"53",53,0.16,0.16,0.16,0.16,0,2,0
"54",54,0.1,0.1,0.1,0.1,0,2,0
"55",55,0.05,0.05,0.05,0.05,0,2,0
"56",56,0.02,0.02,0.02,0.02,0,2,0
"57",57,0,0,0,0,0,2,0
"58",58,0.09,0.09,0.09,0.09,0,2,0
"59",59,0.07,0.07,0.07,0.07,0,2,0
"60",60,0,0,0,0,0,2,0
"61",61,0,0,0,0,0,2,0
"62",62,0,0,0,0,0,2,0
"63",63,0.5,0.5,0.5,0.5,0,2,0
"64",64,0,0,0,0,0,2,0
"65",65,0,0,0,0,0,2,0
