name,grupo,sub_grupo
26DES0004U,11,1
26DES0005T,11,1
26DES0010E,11,1
26DES0035N,11,1
26DST0019O,11,1
26DST0030K,11,1
26DST0059P,11,1
26DST0071K,11,1
26EES0004T,11,1
26ETV0165L,11,1
26ETV0281B,11,1
26ETV0300Z,11,1
26PES0007W,11,1
26PES0019A,11,1
26PES0033U,11,1
26PES0188W,11,1
26PES0229F,11,1
26ETV0285Y,11,1
26ETV0139N,11,1
26ETV0315B,11,1
26PES0158B,11,1
26PES0199B,11,1
26ETV0124L,11,1
26ETV0331T,11,1
26PES0251H,11,1
26DES0009P,11,2
26DST0010X,11,2
26DST0050Y,11,2
26DST0052W,11,2
26DST0063B,11,2
26DST0079C,11,2
26EES0017X,11,2
26ETV0117B,11,2
26EST0005K,11,2
26ETV0038P,11,2
26ETV0120P,11,2
26ETV0254E,11,2
26PES0006X,11,2
26ETV0113F,11,2
26ETV0187X,11,2
26ETV0253F,11,2
26ETV0227H,11,2
25DES0015A,11,3
25DES0047T,11,3
25DTV0206X,11,3
25DTV0242B,11,3
25DTV0288X,11,3
25EES0152C,11,3
25EES0207P,11,3
25DES0004V,11,4
25DES0023J,11,4
25DST0004N,11,4
25DST0028X,11,4
25DST0056T,11,4
25DST0066Z,11,4
25DST0096U,11,4
25DTV0197F,11,4
25EES0033P,11,4
25EES0096A,11,4
25EES0100X,11,4
25PES0045Z,11,4
25PES0049W,11,4
25PES0060S,11,4
25PES0080F,11,4
25PES0202Z,11,4
25DST0102O,11,4
25DTV0282C,11,4
25EES0034O,11,4
25EES0081Z,11,4
25EES0110D,11,4
25EES0101W,11,4
25EES0117X,11,4
25DST0053W,11,4
25DTV0088Z,11,4
25DTV0116E,11,4
25DTV0195H,11,4
25EES0003V,11,4
25DST0079D,11,4
25DTV0283B,11,4
25PES0126K,11,4
25DTV0132W,11,4
25DES0007S,11,5
25DES0008R,11,5
25DES0017Z,11,5
25DES0019X,11,5
25DES0020M,11,5
25DES0027F,11,5
25DES0045V,11,5
25DES0059Y,11,5
25DST0001Q,11,5
25DST0010Y,11,5
25DST0019P,11,5
25DST0022C,11,5
25DST0024A,11,5
25DST0043P,11,5
25DST0048K,11,5
25DST0050Z,11,5
25DST0067Z,11,5
25DST0075H,11,5
25DST0076G,11,5
25DST0078E,11,5
25DST0082R,11,5
25DST0083Q,11,5
25DST0088L,11,5
25DST0093X,11,5
25DST0094W,11,5
25DST0095V,11,5
25DST0099R,11,5
25EES0012C,11,5
25EES0014A,11,5
