name,lat,lon,grupo,authority,betweenness,eigen,hub,pagerank,subgraph,degree
07DES0002H,15.1453,-92.45823,9,4.845052266022351e-5,619,4.845052266023766e-5,4.845052266022351e-5,0.00555520644276228,4.691606525773605,4
07DES0003G,14.90278,-92.26135,9,0.011304932506145875,3970,0.011304932506145225,0.011304932506145875,0.005787687917060518,4050.2102014981374,21
07DES0009A,14.67539,-92.15193,9,0.002066313199482568,624,0.0020663131994821888,0.002066313199482568,0.01174053098833683,325.23607709069336,10
07DES0012O,14.88512,-92.24969,9,0.01784286556977804,4892,0.017842865569777128,0.01784286556977804,0.00887388793834295,4405.358307206479,24
07DES0013N,15.00737,-92.40436,9,9.091642608362798e-4,733,9.091642608361534e-4,9.091642608362798e-4,0.00893437419725418,5.010067018886758,4
07DES0018I,15.05167,-92.14167,9,0.008987934515524938,0,0.008987934515524905,0.008987934515524938,0.0014488552165509527,4.300205053608307,1
07DES0021W,14.89572,-92.24888,9,0.011493364816637364,209,0.011493364816636464,0.011493364816637364,0.008374382736839905,2003.7732531653162,13
07DES0023U,14.94088,-92.16198,9,0.00052383348812993385,0,5.238334881299051e-4,0.00052383348812993385,0.002802395982102186,6.161211300629801,2
07DES0030D,14.89906,-92.24661,9,0.018191117970503896,263,0.01819111797050349,0.018191117970503896,0.0067139292182040854,2143.4289923116753,16
07DES0038W,15.12639,-92.43222,9,3.377554007835135e-17,6,1.1411927621120867e-17,3.377554007835135e-17,0.006071802433012471,3.624628200508261,3
07DES0040K,15.27702,-92.68621,9,7.68972738990756e-5,0,7.689727389906816e-5,7.68972738990756e-5,0.0013754835731495387,3.331632027861901,1
07DES0049B,15.34661,-92.67768,9,2.8765961523629654e-4,502,2.876596152363757e-4,2.8765961523629654e-4,0.013871908714106864,6.702569990567869,5
07DES0053O,14.9125,-92.32528,9,5.718411451580688e-5,0,5.718411451580502e-5,5.718411451580688e-5,0.002333633795538759,1.641598903513829,1
07DES0060Y,14.65639,-92.29972,9,0.004537184021365952,63,0.004537184021365553,0.004537184021365952,0.0032400680699096974,464.7649465077586,6
07DES3674P,14.86684,-92.45007,9,0.002754522098877548,741,0.0027545220988772694,0.002754522098877548,0.008968222809041783,53.92139920098224,5
07DES3675O,14.87052,-92.29025,9,0.015529395783458412,1014,0.015529395783456001,0.015529395783458412,0.01250611870367007,3247.319263070634,21
07DSN0004N,14.88689,-92.27477,9,0.012556489543623105,11,0.012556489543622115,0.012556489543623105,0.004706247176304452,946.0409375692924,7
07DST0003Z,14.88853,-92.25669,9,0.1007225042531764,377,0.10072250425317007,0.1007225042531764,0.011188445022367901,1396.98063526972,12
07DST0012G,15.44355,-92.89591,9,0.001996142408578184,617,0.0019961424085780228,0.001996142408578184,0.0044793189104353525,11.456130435986339,4
07DST0015D,14.99457,-92.16881,9,0.9999999999999999,253,1,0.9999999999999999,0.01130647946526097,53.975889928648044,7
07DST0024L,15.0525,-92.30667,9,4.994274861044138e-18,0,1.6696903936177628e-17,4.994274861044138e-18,0.005405405405408164,1.5430806348152557,1
07DST0028H,15.01962,-92.37798,9,1.3780214162422346e-4,840,1.3780214162418343e-4,1.3780214162422346e-4,0.0034272889894582876,3.0204010618005688,2
07DST0030W,14.93567,-92.17026,9,0.006260765316036717,0,0.006260765316036675,0.006260765316036717,0.0013701909970291405,64.33328642764522,2
07DST0032U,15.6568,-92.14687,9,5.9050799230186724e-5,624,5.905079923008752e-5,5.9050799230186724e-5,0.009133131319428283,8.002220052615757,6
07DST0035R,15.73562,-92.28362,9,0,1,0,0,0.00788897005113434,2.178183556608569,2
07DST0047W,15.34944,-92.54444,9,0.007890793266825,442,0.0078907932668248,0.007890793266825,0.010227258982140339,35.03370666339709,6
07DST0049U,15.31657,-92.65778,9,8.327869263480716e-4,492,8.32786926347988e-4,8.327869263480716e-4,0.003379981622909807,7.385785573583377,3
07DST0058B,14.89212,-92.47527,9,0.0028297670144222732,375,0.002829767014421969,0.0028297670144222732,0.007864092506198607,4.232163872585638,3
07DST0071W,14.86324,-92.27968,9,0.10477429198646732,465,0.10477429198646618,0.10477429198646732,0.007959710014981806,1498.969320367109,13
07DST0076R,14.71455,-92.41711,9,0.0020479383362817247,0,0.0020479383362815495,0.0020479383362817247,0.004407607630009362,21.794993584662095,3
07DST0078P,15.40083,-92.82194,9,0.0018846530626397855,0,0.001884653062639679,0.0018846530626397855,0.0024883957696179627,4.474822339747246,1
07DST0086Y,14.89975,-92.24226,9,0.018301647021747983,0,0.018301647021746678,0.018301647021747983,0.006717017385288942,1801.8906635144958,10
07DST0094G,15.5861,-92.24604,9,3.177552765092103e-5,0,3.177552765084444e-5,3.177552765092103e-5,0.004118193200101592,1.7687147132072365,1
07DST0106V,14.97736,-92.34245,9,0.016945565576923016,0,0.0169455655769227,0.016945565576923016,0.0047014135759308115,1.7232368879499074,1
07DST0132T,14.8872,-92.29992,9,0.030537861228584352,0,0.030537861228580397,0.030537861228584352,0.005270203459953528,592.1580294335404,7
07EES0011O,15.65681,-92.14543,9,1.0816306928754005e-4,127,1.081630692874242e-4,1.0816306928754005e-4,0.01258631713572204,6.668140701135321,4
07EES0012N,15.21048,-92.57691,9,5.182018105821626e-4,127,5.182018105819982e-4,5.182018105821626e-4,0.005223953136911699,2.341510449706997,2
07EES0015K,14.98936,-92.16512,9,0.16317170780966278,900,0.16317170780966245,0.16317170780966278,0.008506521203712205,245.99008593768966,11
07EES0016J,15.32672,-92.65527,9,0.0015705379163741923,1855,0.0015705379163740028,0.0015705379163741923,0.0065573252307705105,167.11896495084306,7
07EES0018H,15.36659,-92.24789,9,3.284694280320333e-17,13,3.634590182180294e-17,3.284694280320333e-17,0.009489936143227982,2.9719615198488025,3
07EES0019G,15.03139,-92.15639,9,0.8056056051971514,0,0.805605605197151,0.8056056051971514,0.007216629791929168,10.451366384407308,3
07EES0028O,14.89047,-92.26063,9,0.011467302957108072,0,0.01146730295710723,0.011467302957108072,0.006554714953076926,876.1844414125708,7
07EES0029N,14.89047,-92.26063,9,0.021040770397708568,127,0.02104077039770724,0.021040770397708568,0.00770758024182592,1423.4819796845186,10
07EES0047C,15.06711,-92.08137,9,4.054422369674505e-18,0,1.430470715980905e-17,4.054422369674505e-18,0.005405405405408164,1.5430806348152404,1
07EES0049A,15.14635,-92.42112,9,2.278496154909497e-17,4,3.55102001839857e-17,2.278496154909497e-17,0.0060640533811567665,3.5734080402445354,3
07EES0066R,15.36584,-92.24662,9,2.0455492808158965e-17,15,1.4505438633118448e-17,2.0455492808158965e-17,0.006203795566500984,2.4385404048502775,2
07EES0072B,15.44439,-92.89783,9,0.008553746645807917,1082,0.008553746645807311,0.008553746645807917,0.013148291977329708,278.18103726840604,9
07EES0078W,14.92022,-92.37507,9,3.8930647562887116e-4,253,3.893064756288696e-4,3.8930647562887116e-4,0.007524537101001983,3.0395600400782525,3
07EES0079V,15.07417,-92.19833,9,0.23876993327771767,127,0.238769933277717,0.23876993327771767,0.0054942244487024335,21.731687628044,3
07EES0087D,15.01087,-92.19552,9,0.10854384224916944,126,0.10854384224916927,0.10854384224916944,0.005049271764961765,49.61111208492351,4
07EES0093O,14.78113,-92.17977,9,0.0016762882989217812,376,0.0016762882989215676,0.0016762882989217812,0.006280485096029746,13.855045460484629,4
07EES0099I,15.29969,-92.38052,9,8.246639912347272e-17,21,0,8.246639912347272e-17,0.00979275257857847,3.8770808097005514,4
07EES0101G,15.45843,-92.27997,9,3.7073871756362947e-17,1,3.280549802229251e-18,3.7073871756362947e-17,0.00788897005113434,2.178183556608564,2
07EES0117H,15.68268,-92.01643,9,2.3838778699824194e-5,488,2.383877869978887e-5,2.3838778699824194e-5,0.004479747354431706,4.79238678763223,3
07EES0133Z,14.89022,-92.28836,9,0.008274603707694866,607,0.008274603707694264,0.008274603707694866,0.005020706868608125,441.2545810725006,7
07EES0140I,15.13337,-92.46388,9,3.5173337596004006e-6,252,3.5173337596111533e-6,3.5173337596004006e-6,0.00479459491474516,3.7161468168059724,3
07EES0149Z,14.83214,-92.19179,9,0.0016665365324655679,0,0.0016665365324653799,0.0016665365324655679,0.0040698833686698,79.41999837317341,4
07EES0153M,14.72514,-92.42725,9,0.001973370520413745,253,0.001973370520413572,0.001973370520413745,0.008324758371047188,74.05698693420166,5
07EES0154L,15.03866,-92.20508,9,0.027774091062536244,0,0.027774091062535963,0.027774091062536244,0.005714404179729013,3.168957577069879,2
07EES0166Q,15.38778,-92.18611,9,2.377468267259748e-17,0,0,2.377468267259748e-17,0.004517057893954156,1.590609756406469,1
07EES0173Z,15.21566,-92.57708,9,0.0014750310974654221,377,0.0014750310974650782,0.0014750310974654221,0.010807131895512717,4.075242895007046,4
07EES0174Z,14.91738,-92.25807,9,0.019588047099466994,377,0.019588047099465523,0.019588047099466994,0.009745023190715138,578.6911892730939,9
07EES0181I,15.65681,-92.14543,9,2.443527646707643e-4,1536,2.443527646704784e-4,2.443527646707643e-4,0.013434016711247406,53.103603404605884,6
07ETV0159M,15.66444,-92.00444,9,3.09762059293829e-6,127,3.0976205929420962e-6,3.09762059293829e-6,0.005590280767481016,2.3267269539121624,2
07ETV0162Z,15.43555,-92.11327,9,3.280319220767007e-17,2,0,3.280319220767007e-17,0.00629375291685949,2.2272571623738395,2
07ETV0164Y,15.60667,-92.06528,9,2.0235660710347187e-17,0,0,2.0235660710347187e-17,0.005204021715215727,1.5922093286312842,1
07ETV0184L,15.69778,-92.16361,9,8.551117484933874e-7,0,8.551117484844555e-7,8.551117484933874e-7,0.005329198341521329,1.5981246596948782,1
07ETV0197P,15.31972,-92.32889,9,2.0459345444410632e-17,7,2.1724036411503298e-17,2.0459345444410632e-17,0.005687781610926462,2.3369146003111974,2
07ETV0202K,15.29389,-92.44417,9,2.3438485266895307e-17,0,0,2.3438485266895307e-17,0.005405405405408164,1.5430806348152428,1
07ETV0205H,15.44796,-92.22684,9,9.518514757622878e-18,0,1.4253094307269572e-17,9.518514757622878e-18,0.005405405405408164,1.5430806348152415,1
