name,grupo,sub_grupo
14DES0125A,43,1
14DST0123V,43,1
18DES0038B,43,1
18DES0039A,43,1
18DES0043N,43,1
18DST0005C,43,1
18DST0006B,43,1
18DST0035X,43,1
18DST0052N,43,1
18DST0064S,43,1
18PES0027A,43,1
18PES0075K,43,1
18DES0062B,43,1
18DST0066Q,43,1
18ETV0260G,43,1
18PES0077I,43,1
18ETV0210Z,43,1
14DES0056V,43,2
14DES0080V,43,2
14DES0091A,43,2
14DST0003I,43,2
14DST0015N,43,2
14DST0081M,43,2
14DST0154O,43,2
14DTV0561H,43,2
14EES0022D,43,2
14EES0041S,43,2
14PES0050F,43,2
14PES0058Y,43,2
14PES0078L,43,2
14PES0196Z,43,2
14PES0218V,43,2
14PST0041Q,43,2
14EES0083R,43,2
14PES0081Z,43,2
14PST0046L,43,2
14PES0261J,43,2
14DES0075J,43,3
14DTV0320J,43,3
14DTV0562G,43,3
14DTV0478I,43,3
14PES0070T,43,4
14PES0125F,43,4
14PES0242V,43,4
14PES0273O,43,4
14PES0926X,43,4
14PES0927W,43,4
14PES0965Z,43,4
