"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.14,0.01,0.08,72.44,8,0.12
"2",2,0.07,0.42,0,0.05,355.41,33,0.7
"3",3,0.07,0.33,0,0.05,189.37,30,0.17
"4",4,0.08,0.51,0,0.05,642.25,42,0.4
"5",5,0.04,0.09,0,0.04,28.95,18,1
"6",6,0.08,0.16,0.01,0.06,50.72,6,0
"7",7,0.07,0.18,0.01,0.03,11.43,5,0.4
"8",8,0.05,0.1,0,0.06,35.33,7,0.43
"9",9,0.08,0.11,0.04,0.09,16.83,3,0
"10",10,0.04,0.05,0.02,0.04,3.98,3,0
"11",11,0.05,0.09,0.01,0.04,25,6,0
"12",12,0.38,0.38,0.38,0.38,0,2,0
"13",13,0.07,0.09,0.06,0.06,14.51,3,0
"14",14,0.05,0.05,0.05,0.05,0,2,0
"15",15,0.05,0.05,0.05,0.05,0,2,0
"16",16,0.03,0.03,0.03,0.03,0,2,0
"17",17,0.09,0.09,0.09,0.09,0,2,0
"18",18,0.06,0.06,0.06,0.06,0,2,0
"19",19,0.1,0.1,0.1,0.1,0,2,0
"20",20,0.13,0.13,0.13,0.13,0,2,0
