"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.06,0.21,0,0.05,51.58,19,0.95
"2",2,0.03,0.08,0,0.03,19.79,14,0.14
"3",3,0.06,0.2,0,0.05,49.12,16,0
"4",4,0.02,0.08,0,0.02,22.83,22,0.55
"5",5,0.04,0.08,0,0.02,7.94,5,1
"6",6,0.04,0.07,0,0.03,8.99,7,0
"7",7,0.05,0.05,0.05,0.05,0,2,0.5
"8",8,0.15,0.15,0.15,0.15,0,2,0
"9",9,0.02,0.03,0,0.03,0.01,3,0
"10",10,0.04,0.04,0.04,0.04,0,2,0
"11",11,NA,-Inf,Inf,NA,0,1,1
"12",12,NA,-Inf,Inf,NA,0,1,1
"13",13,NA,-Inf,Inf,NA,0,1,1
