"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.1,0.19,0.01,0.09,136.47,7,0
"2",2,0.14,0.3,0.02,0.05,82.57,5,0.2
"3",3,0.11,0.17,0.02,0.14,5.15,3,0
"4",4,0.08,0.13,0.03,0.07,19.33,4,0
"5",5,0.08,0.11,0.02,0.08,23.98,4,0
"6",6,0.08,0.1,0.06,0.08,22.83,3,0
"7",7,0.13,0.2,0.08,0.12,92.08,4,0
"8",8,0.02,0.02,0.02,0.02,0,2,0
"9",9,0.16,0.21,0.12,0.16,82.32,3,0
"10",10,0.08,0.14,0.03,0.07,6.88,4,0
"11",11,0.01,0.01,0.01,0.01,0,2,0.5
"12",12,0.06,0.06,0.06,0.06,0,2,0
"13",13,0.15,0.27,0.03,0.14,67.71,4,0
"14",14,0.21,0.21,0.21,0.21,0,2,0
"15",15,0.02,0.02,0.02,0.02,0,2,1
