"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.5,0,0.08,419.95,47,0.13
"2",2,0.03,0.05,0,0.05,0.12,3,0
"3",3,0,0,0,0,0,2,0
"4",4,0,0,0,0,0,2,0
"5",5,0,0,0,0,0,2,0
"6",6,0,0,0,0,0,2,0
"7",7,0,0,0,0,0,2,0
"8",8,0,0,0,0,0,2,0
"9",9,0,0,0,0,0,2,0
"10",10,0,0,0,0,0,2,0
"11",11,0.16,0.52,0,0.16,225.8,14,0
"12",12,0.12,0.36,0,0.1,361.92,17,0.12
"13",13,0.07,0.19,0,0.06,46.3,9,0
"14",14,0.17,0.25,0,0.21,226.24,7,0
"15",15,0.12,0.25,0.01,0.11,178.63,8,0.12
"16",16,0.03,0.03,0.03,0.03,0,2,0
"17",17,0.18,0.37,0.07,0.15,414.04,7,0
"18",18,0.06,0.2,0,0.05,106.8,44,0.91
"19",19,NA,-Inf,Inf,NA,0,1,0
"20",20,NA,-Inf,Inf,NA,0,1,0
"21",21,0.12,0.57,0,0.06,710.73,35,0.4
"22",22,NA,-Inf,Inf,NA,0,1,0
"23",23,0.05,0.12,0,0.02,10.43,8,0
"24",24,0.06,0.08,0.05,0.06,13.4,3,0
