"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.34,0.67,0.01,0.32,1246.12,11,0
"2",2,0.14,0.25,0.01,0.17,137.9,6,0
"3",3,0.05,0.14,0,0.04,42.26,11,0.73
"4",4,0.05,0.12,0.01,0.06,58.72,13,0.08
"5",5,0.28,0.64,0,0.1,308.7,10,0
"6",6,0.12,0.19,0.05,0.13,78.06,4,0
"7",7,0.14,0.14,0.14,0.14,0,2,0
"8",8,0.17,0.24,0.06,0.2,49.18,3,0
"9",9,0.25,0.37,0.17,0.21,45.71,3,0
"10",10,0.34,0.34,0.34,0.34,0,2,0
"11",11,0.18,0.26,0.09,0.16,159.84,4,0
"12",12,0.15,0.22,0.02,0.22,19.85,3,0
"13",13,0.16,0.16,0.16,0.16,0,2,0
