"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.05,0.09,0.01,0.05,3.18,4,0.25
"2",2,0.14,0.35,0,0.1,467.02,12,0.08
"3",3,0.08,0.13,0.06,0.07,36.64,4,0
"4",4,0.11,0.22,0.01,0.11,50.15,5,0.2
"5",5,0.09,0.16,0.03,0.08,11.32,4,0
"6",6,0.27,0.52,0.03,0.27,109.35,4,0
"7",7,0.04,0.04,0.04,0.04,0,2,0
"8",8,0.05,0.08,0.03,0.06,12.62,4,0
"9",9,0.18,0.4,0.01,0.18,326.4,9,0
"10",10,0.08,0.14,0.01,0.07,36.33,5,0
"11",11,0.09,0.13,0.06,0.08,1.48,3,0
"12",12,0.03,0.05,0.01,0.05,2.36,3,0
"13",13,0.09,0.12,0.02,0.12,10.4,3,0.33
"14",14,0.04,0.04,0.04,0.04,0,2,0
"15",15,0.33,0.33,0.33,0.33,0,2,0
"16",16,0.09,0.21,0,0.1,102.37,7,0
"17",17,0.1,0.1,0.1,0.1,0,2,0
"18",18,0.08,0.08,0.08,0.08,0,2,0
"19",19,0.11,0.28,0,0.11,190.87,10,0
"20",20,0.1,0.15,0.05,0.1,8.94,3,0
"21",21,0.09,0.09,0.09,0.09,0,2,0
"22",22,0.15,0.22,0.08,0.15,31.18,3,0
"23",23,0.13,0.22,0.02,0.14,77.58,4,0
"24",24,0.2,0.29,0.07,0.22,1.18,3,0
"25",25,0.26,0.6,0.01,0.09,261.4,5,0
"26",26,0.07,0.12,0,0.08,22.34,4,0
"27",27,0.02,0.02,0.02,0.02,0,2,0
"28",28,0.01,0.01,0.01,0.01,0,2,0
"29",29,0.04,0.04,0.04,0.04,0,2,0
"30",30,0.03,0.03,0.03,0.03,4.71,3,0
"31",31,0.04,0.07,0.03,0.04,11.32,4,0
"32",32,0.05,0.08,0.02,0.07,4.73,3,0
"33",33,0.15,0.22,0.03,0.2,11.44,3,0
"34",34,0.09,0.16,0.04,0.09,30.1,4,0
"35",35,0.12,0.18,0.07,0.11,16.61,3,0
"36",36,0.04,0.04,0.04,0.04,0,2,0
"37",37,0.19,0.34,0.03,0.18,74.07,4,0
"38",38,0.08,0.08,0.08,0.08,0,2,0
"39",39,0.06,0.06,0.06,0.06,0,2,0
"40",40,0.01,0.01,0.01,0.01,0,2,0
"41",41,0.02,0.02,0.02,0.02,0,2,0
"42",42,0.61,0.61,0.61,0.61,0,2,0
"43",43,0.03,0.03,0.03,0.03,0,2,0
"44",44,0.04,0.04,0.04,0.04,0,2,0
"45",45,0.1,0.15,0.02,0.14,10.54,3,0
"46",46,0.05,0.05,0.05,0.05,0,2,0
"47",47,0.02,0.02,0.02,0.02,0,2,0
"48",48,0.03,0.03,0.03,0.03,0,2,0
"49",49,0.05,0.05,0.05,0.05,0,2,0
"50",50,0.06,0.06,0.06,0.06,0,2,0
"51",51,0.04,0.04,0.04,0.04,0,2,0
"52",52,0.08,0.08,0.08,0.08,0,2,0
"53",53,0.1,0.1,0.1,0.1,0,2,0
"54",54,0.34,0.34,0.34,0.34,0,2,0
"55",55,0.03,0.06,0.01,0.03,10.71,7,1
