"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.16,0.75,0,0.07,1449.51,34,0.15
"2",2,0.25,1.54,0,0.07,7271.77,48,0.33
"3",3,0.15,0.45,0,0.04,183.73,11,0.36
"4",4,0.19,0.97,0,0.09,2084.72,33,0.33
"5",5,0.15,0.32,0.01,0.17,340.6,9,0.11
"6",6,0.19,0.33,0.01,0.17,100.43,6,0
"7",7,0.31,0.74,0.01,0.36,858.23,9,0
"8",8,0.11,0.2,0.01,0.12,157.44,10,0.2
"9",9,0.05,0.17,0,0.05,131.65,49,0.84
"10",10,0.18,0.56,0.01,0.16,503.73,12,0
"11",11,0.11,0.21,0.01,0.11,24.42,4,0
"12",12,0.21,0.36,0.05,0.21,623.39,9,0
"13",13,0.08,0.11,0.04,0.09,16.8,3,0
"14",14,0.13,0.36,0.01,0.09,215.81,9,0.22
"15",15,0.05,0.1,0,0.06,35.35,7,0.43
"16",16,0.12,0.22,0.02,0.1,73.6,6,0
"17",17,0.02,0.02,0.02,0.02,0,2,0
"18",18,0.03,0.05,0.01,0.03,8.03,6,0.5
"19",19,0.05,0.09,0.01,0.04,24.91,6,0
"20",20,0.13,0.13,0.13,0.13,0,2,0
"21",21,0.85,0.85,0.85,0.85,0,2,0
"22",22,0.07,0.09,0.06,0.06,14.41,3,0
"23",23,0.3,0.3,0.3,0.3,0,2,0
"24",24,0.06,0.06,0.06,0.06,0,2,0
"25",25,0.03,0.03,0.03,0.03,0,2,0
"26",26,0.12,0.12,0.12,0.12,0,2,0
"27",27,0.12,0.12,0.12,0.12,0,2,0
"28",28,0.09,0.09,0.09,0.09,0,2,0
"29",29,0.05,0.05,0.05,0.05,0,2,0
"30",30,0.03,0.03,0.03,0.03,0,2,0
"31",31,0.13,0.13,0.13,0.13,0,2,0
