"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.15,0.22,0.02,0.22,19.83,3,0
"2",2,0.34,0.67,0.01,0.32,1245.91,11,0
"3",3,0.34,0.34,0.34,0.34,0,2,0
"4",4,0.16,0.16,0.16,0.16,0,2,0
"5",5,0.14,0.14,0.14,0.14,0,2,0
"6",6,0.17,0.24,0.06,0.2,48.95,3,0
"7",7,0.12,0.37,0.01,0.11,293.98,11,0
"8",8,0.23,0.67,0,0.06,373.61,14,0
"9",9,0.12,0.19,0.05,0.13,77.99,4,0
"10",10,0.18,0.26,0.09,0.16,159.74,4,0
"11",11,0.14,0.25,0.01,0.17,138.04,6,0
"12",12,0.05,0.14,0,0.04,42.35,12,0.75
