name,grupo,sub_grupo
19DST0005B,5,1
19EES0089G,5,1
19EES0114P,5,1
19DST0006A,5,2
19DST0020U,5,2
19DTV0052Z,5,2
19DTV0057V,5,2
19DTV0061H,5,2
19DTV0082U,5,2
19EES0116N,5,2
19EES0121Z,5,2
19DTV0002S,5,2
19DTV0055X,5,2
19ESN0071P,5,2
19DST0012L,5,3
19DTV0018T,5,3
19DST0024Q,5,4
19EES0122Y,5,4
28DES0040X,5,5
28DTV0182A,5,5
28DST0024Y,5,6
28DTV0083A,5,6
28DTV0120O,5,6
28DES0051C,5,7
28DES0061J,5,7
28DES0067D,5,7
28DES0085T,5,7
28DST0071I,5,7
28DST0090X,5,7
28DTV0086Y,5,7
28DTV0142Z,5,7
28DTV0212E,5,7
28DTV0048V,5,7
28DTV0171V,5,7
28DES0007P,5,8
28DES0068C,5,8
28DES0076L,5,8
28DES0084U,5,8
28DES0099W,5,8
28DES0101U,5,8
28DES0114Y,5,8
28DSN0007X,5,8
28DST0001N,5,8
28DST0006I,5,8
28DST0035D,5,8
28DST0054S,5,8
28DTV0092I,5,8
28DTV0121N,5,8
28DST0005J,5,9
28DTV0097D,5,9
28DTV0193G,5,9
28DTV0297B,5,9
28DST0036C,5,10
28DTV0065L,5,10
28DTV0084Z,5,10
28DTV0180C,5,10
28DST0027V,5,11
28DST0043M,5,11
28DTV0190J,5,11
28DTV0201Z,5,11
28DTV0191I,5,11
28DTV0249S,5,11
28DES0042V,5,12
28DES0054Z,5,12
28PES0041A,5,12
28PES0107T,5,12
28PES0114C,5,12
28PES0133R,5,12
28PES0147U,5,12
28DTV0161O,5,12
28PES0088V,5,12
28PES0091I,5,12
28PES0099A,5,12
28PES0081B,5,12
