"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.02,0.02,0.02,0.02,0,2,0
"2",2,0.06,0.17,0,0.06,40.65,9,0.11
"3",3,0.05,0.08,0.01,0.05,12.18,4,0
"4",4,0.02,0.03,0.01,0.01,1.69,5,0.2
"5",5,0.22,0.71,0.01,0.04,484.89,15,0.07
"6",6,0.03,0.07,0.01,0.03,14.75,12,0
"7",7,0.08,0.08,0.08,0.08,0,2,0
"8",8,0.02,0.03,0.01,0.02,1.84,4,0
"9",9,0,0,0,0,0,2,0
"10",10,0.02,0.02,0,0.02,0.15,3,0
"11",11,0,0,0,0,0,2,0
"12",12,0.05,0.05,0.05,0.05,0,2,0
"13",13,0,0,0,0,0,2,0
"14",14,0,0,0,0,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0,0,0,0,0,2,0
"17",17,0,0,0,0,0,2,0
"18",18,0,0,0,0,0,2,0
"19",19,0,0,0,0,0,2,0
"20",20,0.01,0.01,0.01,0.01,0,2,0
"21",21,0,0,0,0,0,2,0
"22",22,0.04,0.08,0,0.03,18.77,12,1
"23",23,0.07,0.07,0.07,0.07,0,2,1
"24",24,0.05,0.08,0.01,0.06,6.64,5,1
"25",25,0.01,0.01,0.01,0.01,0,2,1
