"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.06,0.01,0.04,0.89,3,0.33
"2",2,0.01,0.03,0,0.01,1.19,7,0.71
"3",3,0.14,0.35,0.01,0.13,246.73,10,0
"4",4,0.06,0.06,0.06,0.06,0,2,0
"5",5,0.1,0.16,0.03,0.1,29.3,4,0
"6",6,0.05,0.1,0.01,0.05,1.05,4,0
"7",7,0.2,0.51,0,0.21,790.79,13,0.08
"8",8,0.11,0.2,0.03,0.1,62.96,5,0
"9",9,0.22,0.39,0.04,0.21,391.72,6,0
"10",10,0.02,0.03,0.01,0.03,1.15,3,0
"11",11,0.1,0.21,0.02,0.09,6.98,5,0
"12",12,0.09,0.09,0.09,0.09,0,2,0
"13",13,0.06,0.1,0.02,0.07,1.14,3,0
"14",14,0.03,0.09,0,0.02,21.87,19,0.79
"15",15,0.07,0.11,0.01,0.1,0.76,3,0
"16",16,0.07,0.07,0.07,0.07,0,2,0
"17",17,0.08,0.14,0.05,0.07,37.92,5,0
"18",18,0.04,0.04,0.04,0.04,0,2,0
"19",19,0.09,0.12,0.05,0.08,15.37,3,0
"20",20,0.18,0.39,0.02,0.15,337.1,10,0
"21",21,0.1,0.15,0.05,0.1,3.2,3,0
"22",22,0.01,0.01,0.01,0.01,0,2,0
"23",23,0.18,0.18,0.18,0.18,0,2,0
"24",24,0.07,0.07,0.07,0.07,0,2,0
"25",25,0.09,0.09,0.09,0.09,0,2,0
"26",26,0.45,0.67,0.04,0.63,70.06,3,0.67
"27",27,0.09,0.09,0.09,0.09,0,2,0
"28",28,0.29,0.44,0,0.44,0,3,0
"29",29,0.04,0.04,0.04,0.04,0,2,0
"30",30,0.04,0.04,0.04,0.04,0,2,0
"31",31,0.08,0.08,0.08,0.08,0,2,0
"32",32,0.09,0.12,0.03,0.11,16.3,3,0
"33",33,0,0,0,0,0,2,0
"34",34,0,0,0,0,0,2,0
"35",35,0.05,0.05,0.05,0.05,0,2,0
"36",36,0.02,0.03,0.01,0.02,1.75,4,1
