"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.06,0.36,0,0.03,128.51,25,0.64
"2",2,0.14,0.39,0,0.13,603.47,21,0.24
"3",3,0.04,0.04,0.04,0.04,0,2,0
"4",4,0.18,0.18,0.18,0.18,0,2,0
"5",5,0.07,0.07,0.07,0.07,0,2,0
"6",6,0.08,0.08,0.08,0.08,0,2,0
"7",7,0,0,0,0,0,2,0
"8",8,0.33,0.61,0.01,0.45,138.32,6,0
"9",9,0.24,0.6,0.02,0.23,485.83,10,0
"10",10,0.24,0.92,0,0.22,2472.45,45,0.13
"11",11,0.19,0.49,0,0.17,486.12,15,0
"12",12,0.12,0.21,0.01,0.11,79.88,6,0
"13",13,0.15,0.23,0.01,0.22,5.64,3,0
"14",14,0.15,0.38,0.01,0.18,111.37,6,0.17
"15",15,0.44,0.44,0.44,0.44,0,2,0
