"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.1,0,0.03,23.15,19,1
"2",2,0.06,0.22,0,0.05,88.4,36,0.03
"3",3,0.35,0.67,0.04,0.35,327.99,4,0.25
"4",4,0.05,0.05,0.05,0.05,0,2,0
"5",5,0.03,0.08,0.01,0.03,15.07,9,0.11
"6",6,0.02,0.02,0.02,0.02,0,2,0
"7",7,0,0,0,0,0,2,0
"8",8,0.02,0.02,0,0.02,0.17,3,0
"9",9,0.07,0.07,0.07,0.07,0,2,1
"10",10,0,0,0,0,0,2,0
"11",11,0,0,0,0,0,2,0
"12",12,0,0,0,0,0,2,0
"13",13,0.01,0.01,0.01,0.01,0,2,0
"14",14,0,0,0,0,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0,0,0,0,0,2,0
"17",17,0,0,0,0,0,2,0
"18",18,0,0,0,0,0,2,0
"19",19,0,0,0,0,0,2,0
"20",20,0.08,0.08,0.08,0.08,0,2,0
