name,grupo,sub_grupo
02DES0028U,1629,1
02DES0030I,1629,1
02DES0053T,1629,1
02DST0012L,1629,1
02EES0009E,1629,1
02EES0022Z,1629,1
02EES0023Y,1629,1
02EES0032F,1629,1
02EES0053S,1629,1
02EES0056P,1629,1
02EES0096Q,1629,1
02EES0106G,1629,1
02EES0139Y,1629,1
02EES0152S,1629,1
02EES0164X,1629,1
02EES0174D,1629,1
02EES0201K,1629,1
02PES0176H,1629,1
02EES0208D,1629,1
02EES0109D,1629,1
02PES0029Y,1629,1
02EES0183L,1629,1
02DES0009F,1629,2
02DES0016P,1629,2
02DES0023Z,1629,2
02DES0035D,1629,2
02EES0011T,1629,2
02EES0027U,1629,2
02EES0071H,1629,2
02EES0083M,1629,2
02EES0088H,1629,2
02EES0105H,1629,2
02EES0149E,1629,2
02EES0178Z,1629,2
02EST0010M,1629,2
02EES0211R,1629,2
02PES0047N,1629,2
02ETV0066B,1629,2
02DST0002E,1629,3
02DST0033Y,1629,3
02PES0004P,1629,3
02PES0007M,1629,3
02PES0009K,1629,3
02PES0020G,1629,3
02PES0025B,1629,3
02PES0032L,1629,3
02PES0045P,1629,3
02PES0048M,1629,3
02PES0061G,1629,3
02PES0071N,1629,3
02PES0074K,1629,3
02PES0167Z,1629,3
02PES0187N,1629,3
02PES0195W,1629,3
02PES0206L,1629,3
02PES0207K,1629,3
02PES0059S,1629,3
02PES0192Z,1629,3
02PES0215T,1629,3
02DES0002M,1629,4
02DES0007H,1629,4
02DES0013S,1629,4
02DES0029T,1629,4
02DES0040P,1629,4
02DES0048H,1629,4
02DES0055R,1629,4
02DST0018F,1629,4
02DST0044D,1629,4
02EES0005I,1629,4
02EES0018M,1629,4
02EES0028T,1629,4
02EES0034D,1629,4
02EES0037A,1629,4
02EES0043L,1629,4
02EES0060B,1629,4
02EES0067V,1629,4
02EES0070I,1629,4
02EES0108E,1629,4
02EES0138Z,1629,4
02EES0159L,1629,4
02EES0163Y,1629,4
02EES0167U,1629,4
02EES0171G,1629,4
02EES0177A,1629,4
02EES0180O,1629,4
02EST0001E,1629,4
02EST0012K,1629,4
02EES0166V,1629,4
02EES0095R,1629,4
02EST0019D,1629,4
02PES0108K,1629,4
02EST0016G,1629,4
02ETV0042S,1629,4
02EES0121Z,1629,5
02ETV0041T,1629,5
