"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.31,0,0.05,154.82,12,0.08
"2",2,0.11,0.26,0,0.1,211.12,10,0.1
"3",3,0.19,0.96,0,0.05,903.71,14,0.29
"4",4,0.1,0.2,0,0.1,169.69,9,0
"5",5,0.24,0.78,0,0.11,793.4,14,0.14
"6",6,0.06,0.17,0,0.04,8.23,7,0.29
"7",7,0.21,0.6,0,0.05,481.94,15,0.07
"8",8,0.16,0.26,0.06,0.16,215.97,5,0
"9",9,0.37,1.01,0.01,0.16,559.5,10,0.1
"10",10,0.07,0.17,0,0.06,25.56,7,0
"11",11,0.11,0.42,0,0.03,118.38,14,0.07
"12",12,0.04,0.11,0,0.04,42.22,22,1
"13",13,0,0,0,0,0,2,1
"14",14,0.07,0.07,0.07,0.07,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0.06,0.06,0.06,0.06,0,2,0
"17",17,0.1,0.1,0.1,0.1,0,2,0
"18",18,0.05,0.05,0.05,0.05,0,2,0
"19",19,0,0,0,0,0,2,0
