"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.24,0.01,0.04,118.21,14,0
"2",2,0.09,0.13,0.05,0.1,44.5,4,0
"3",3,0.01,0.01,0.01,0.01,0,2,0
"4",4,0.01,0.01,0.01,0.01,0.47,3,0.33
"5",5,0.08,0.08,0.08,0.08,0,2,0
"6",6,0.02,0.02,0.02,0.02,0,2,0
"7",7,0.03,0.03,0.03,0.03,0,2,0
"8",8,0.05,0.05,0.05,0.05,0,2,0
"9",9,0.04,0.07,0.02,0.03,3.66,4,0
"10",10,0.01,0.01,0.01,0.01,0,2,0
"11",11,0.08,0.08,0.08,0.08,0,2,0
"12",12,0.35,0.35,0.35,0.35,0,2,0
"13",13,0.01,0.02,0,0.01,1.08,5,1
