"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.09,0.5,0,0.05,702.87,39,0.44
"2",2,0.09,0.43,0,0.06,686.91,38,0.18
"3",3,0.09,0.25,0.01,0.07,218.64,18,0.39
"4",4,0.06,0.11,0.01,0.06,42.16,8,1
"5",5,0.09,0.09,0.09,0.09,0,2,0
"6",6,0.06,0.06,0.06,0.06,0,2,0
"7",7,0.14,0.36,0.01,0.11,267.27,10,0.2
"8",8,0.08,0.16,0.01,0.06,50.57,6,0
"9",9,0.05,0.1,0,0.06,35.29,7,0.43
"10",10,0.05,0.09,0.01,0.04,25.1,6,0
"11",11,0.03,0.03,0.03,0.03,0,2,0
"12",12,0.07,0.09,0.06,0.06,14.44,3,0
"13",13,0.05,0.05,0.05,0.05,0,2,0
"14",14,0.11,0.2,0.01,0.15,120.98,8,0.25
"15",15,0.05,0.05,0.05,0.05,0,2,0
"16",16,0.13,0.13,0.13,0.13,0,2,0
"17",17,0.1,0.1,0.1,0.1,0,2,0
"18",18,0.04,0.1,0,0.04,39.08,23,1
