name,lat,lon,grupo,authority,betweenness,eigen,hub,pagerank,subgraph,degree
07DES0001I,16.71576,-93.01946,8,1.2063899927168515e-8,40376.25,1.2063900017062133e-8,1.2063899927168515e-8,2.5901662105841334e-4,1601.702729540307,14
07DES0004F,16.75222,-93.12362,8,1.1140590681893536e-8,99956,1.1140590714003204e-8,1.1140590681893536e-8,9.676208669753125e-5,3999.997103306401,14
07DES0008B,17.51831,-93.11089,8,5.587008291862357e-14,8204,5.5872812285407324e-14,5.587008291862357e-14,1.629538931056698e-4,3.4394536163459355,3
07DES0011P,16.7788,-93.11599,8,1.8071107637635695e-9,4,1.807110789358738e-9,1.8071107637635695e-9,6.32536690552403e-5,250.69939271855017,5
07DES0014M,16.74753,-92.63774,8,3.757843856999933e-12,23944,3.7578463264518e-12,3.757843856999933e-12,1.0249039145766399e-4,121.44682153818816,6
07DES0017J,16.76602,-93.06869,8,9.424026355427707e-10,8261,9.424026458042934e-10,9.424026355427707e-10,1.1530396993230434e-4,2422.360279559935,13
07DES0020X,16.76047,-93.09967,8,3.7705331844180534e-9,38766,3.7705331952314316e-9,3.7705331844180534e-9,2.530081670449079e-4,10062.448207628844,24
07DES0022V,16.77819,-93.08999,8,1.503585964010659e-8,158948,1.5035859663085004e-8,1.503585964010659e-8,1.5472090576258682e-4,4404.3979264170175,18
07DES0025S,17.86938,-93.14913,8,2.757138293482983e-10,85562,2.7571386539202377e-10,2.757138293482983e-10,1.5490536592030393e-4,337.89297847496186,8
07DES0032B,17.50173,-92.00544,8,1.7825139529060875e-11,2688,1.7825081504654502e-11,1.7825139529060875e-11,2.1887963173485792e-4,25.55112914695083,7
07DES0037X,17.09676,-93.21369,8,2.2096188005732896e-9,68459,2.20961886020934e-9,2.2096188005732896e-9,1.481578120421108e-4,177.27702541118637,6
07DES0042I,16.54622,-92.89847,8,4.792864200672064e-10,24590,4.792864101281385e-10,4.792864200672064e-10,1.452745122989188e-4,163.4993834244815,4
07DES0045F,16.74611,-93.09601,8,3.6702788356564453e-10,22311,3.6702789619241265e-10,3.6702788356564453e-10,1.342993250082802e-4,460.0766814797013,7
07DES0050R,16.89096,-92.92755,8,2.721005174378695e-10,0,2.7210053467233233e-10,2.721005174378695e-10,8.179411966590456e-5,10.992713128871113,2
07DES0052P,16.90573,-92.08017,8,4.0711424351173275e-13,90384.75,4.0711562037477016e-13,4.0711424351173275e-13,2.4874786662249367e-4,13.677564904249165,6
07DES0056L,16.72698,-92.65472,8,8.181175813907439e-12,19183,8.18119951242983e-12,8.181175813907439e-12,1.4913930946998982e-4,329.8170530277208,11
07DES0058J,17.36028,-92.00806,8,2.7148101220819356e-13,49163,2.7149010703157415e-13,2.7148101220819356e-13,1.563204375810025e-4,4.239688918081879,3
