"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.05,0.12,0,0.04,70.26,21,0.1
"2",2,0.12,0.24,0.05,0.12,39.99,5,0
"3",3,0.05,0.1,0.01,0.05,24.78,6,0.17
"4",4,0.06,0.13,0,0.04,8.21,5,0.2
"5",5,0.03,0.08,0.01,0.03,22.27,11,0.27
"6",6,0.02,0.03,0,0.02,2.42,6,0
"7",7,0.21,1.21,0,0.02,139.18,12,0.67
"8",8,0.02,0.04,0.01,0.02,3.6,5,0
"9",9,0.1,0.1,0.1,0.1,0,2,0
"10",10,0.03,0.04,0.01,0.04,1.17,3,0
"11",11,0.07,0.11,0.04,0.08,27.41,4,0
"12",12,0.59,0.59,0.59,0.59,0,2,0
"13",13,0.04,0.04,0.04,0.04,0,2,0
"14",14,0.07,0.1,0.01,0.1,2.77,3,0
"15",15,0.09,0.14,0.01,0.13,5.74,3,0
"16",16,0.01,0.01,0.01,0.01,0,2,0.5
"17",17,0.04,0.07,0.01,0.04,6.16,4,0
"18",18,0.09,0.16,0.05,0.09,40.22,4,0
"19",19,0.08,0.08,0.08,0.08,0,2,0
"20",20,0.05,0.05,0.05,0.05,0,2,0
"21",21,0.02,0.03,0.02,0.02,3.79,4,0
"22",22,0.05,0.09,0.01,0.05,7.75,4,0
"23",23,0.1,0.19,0.04,0.1,97.91,6,0
"24",24,0.03,0.05,0.02,0.03,6.92,5,0
"25",25,0.08,0.13,0.05,0.07,28.35,4,0
"26",26,0.04,0.05,0.02,0.03,5.65,4,0
"27",27,0.1,0.15,0.06,0.09,0.54,3,0
"28",28,0.09,0.19,0.03,0.1,57.63,5,0
"29",29,0.04,0.04,0.04,0.04,0,2,0.5
"30",30,0.05,0.08,0.02,0.05,7.78,4,0
"31",31,0.02,0.02,0.02,0.02,0,2,0
"32",32,0.04,0.08,0.02,0.04,6.37,4,0.25
"33",33,0.05,0.08,0.03,0.06,7.34,3,0
"34",34,0.36,0.52,0.04,0.52,84.16,3,0
"35",35,0.06,0.06,0.06,0.06,0,2,0
"36",36,0.06,0.09,0.04,0.06,9.76,3,0
"37",37,0.06,0.06,0.05,0.06,11.65,3,0
"38",38,0.14,0.14,0.14,0.14,0,2,0
"39",39,0.61,0.61,0.61,0.61,0,2,0
"40",40,0.05,0.13,0,0.05,61.22,24,1
"41",41,0.02,0.02,0.02,0.02,0,2,1
"42",42,0.02,0.02,0.02,0.02,0,2,1
"43",43,0.27,0.42,0.09,0.27,407.32,4,0
"44",44,3.69,8.45,0.01,0.12,5514.43,11,0.09
"45",45,0.1,0.13,0.04,0.11,22.31,3,0
"46",46,0.34,0.46,0.05,0.37,634.15,4,0
"47",47,0.1,0.1,0.1,0.1,0,2,0
"48",48,0.64,10.43,0,0.03,21120.12,36,0.61
"49",49,0.16,0.16,0.16,0.16,0,2,0
"50",50,0.11,0.15,0.08,0.08,16.72,3,0
"51",51,0.17,0.17,0.17,0.17,0,2,0
"52",52,0.23,0.23,0.23,0.23,0,2,0
"53",53,0.08,0.34,0,0.07,364.2,90,0.51
"54",54,0.1,0.21,0.01,0.11,81.46,7,0.14
"55",55,0.05,0.1,0.01,0.05,18.18,6,0
"56",56,0.02,0.02,0.02,0.02,0,2,0
