"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.15,0.22,0.02,0.22,19.93,3,0
"2",2,0.27,0.36,0.13,0.31,181.7,3,0
"3",3,0.34,0.34,0.34,0.34,0,2,0
"4",4,0.09,0.15,0.01,0.08,55.46,5,0
"5",5,0.16,0.16,0.16,0.16,0,2,0
"6",6,0.07,0.09,0.06,0.07,19.38,3,0
"7",7,0.01,0.02,0.01,0.01,1.2,4,0
"8",8,0.14,0.14,0.14,0.14,0,2,0
"9",9,0.05,0.14,0,0.04,42.38,11,0.73
"10",10,0.16,0.73,0.01,0.06,297.08,11,0.09
"11",11,0.25,0.37,0.17,0.21,45.92,3,0
"12",12,0.03,0.06,0.01,0.03,6.49,5,0
"13",13,0.39,0.55,0.09,0.54,218.52,3,0
"14",14,0.12,0.19,0.05,0.13,78.11,4,0
"15",15,0.17,0.24,0.06,0.2,48.97,3,0
"16",16,0.16,0.25,0.01,0.18,76.62,4,0
"17",17,0.18,0.26,0.09,0.16,159.85,4,0
"18",18,0.05,0.05,0.05,0.05,0,2,0
