"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.21,0.01,0.08,74.86,9,0.11
"2",2,0.38,0.75,0,0.61,704.65,17,0.06
"3",3,0.08,0.42,0,0.04,357.72,20,0.05
"4",4,0.09,0.3,0.01,0.07,104.27,12,0.08
"5",5,0.14,0.33,0.02,0.12,24.36,7,0
"6",6,0.05,0.1,0,0.04,3.51,5,0.2
"7",7,0.08,0.59,0,0.03,272.3,26,0.38
"8",8,0.11,0.21,0.01,0.11,22.17,4,0
"9",9,0.05,0.07,0,0.06,17.59,5,0.2
"10",10,0.04,0.05,0.03,0.04,6.29,3,0
"11",11,0.14,0.51,0,0.1,178.56,9,0.22
"12",12,0.07,0.15,0.01,0.06,56.8,7,0.29
"13",13,0.45,0.81,0.02,0.68,310.79,7,0
"14",14,0.08,0.12,0.04,0.08,45.11,5,0
"15",15,0.05,0.05,0.05,0.05,0,2,0
"16",16,0.03,0.04,0.02,0.03,2.5,3,0
"17",17,0.26,0.26,0.26,0.26,0,2,0
"18",18,0.05,0.07,0.03,0.05,6.49,3,0
"19",19,0.06,0.08,0.02,0.07,12.8,4,0
"20",20,0.08,0.08,0.08,0.08,0,2,0
"21",21,0.04,0.04,0.04,0.04,0,2,0
"22",22,0.07,0.12,0.03,0.07,10.64,4,0
"23",23,0.01,0.01,0.01,0.01,0.15,3,0
"24",24,0.04,0.04,0.04,0.04,0,2,0
"25",25,0.1,0.1,0.1,0.1,0,2,0
"26",26,0.16,0.16,0.16,0.16,0,2,0
