"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.06,0.23,0,0.05,94.96,57,0.53
"2",2,0.09,0.43,0,0.04,133.62,12,0.25
"3",3,0.17,0.25,0.03,0.24,30.38,3,0
"4",4,0.03,0.05,0.02,0.03,5.12,5,0
"5",5,0.01,0.02,0,0.02,0,3,0
"6",6,0.02,0.02,0.02,0.02,0,2,0
"7",7,0.1,0.15,0.07,0.08,7.36,3,0
"8",8,0.06,0.06,0.06,0.06,0,2,0.5
"9",9,0.05,0.05,0.05,0.05,0,2,0
"10",10,0.02,0.02,0.02,0.02,0,2,1
"11",11,0.02,0.03,0.01,0.03,0.63,3,1
"12",12,0.03,0.06,0.01,0.03,2.78,4,0.25
"13",13,0.04,0.04,0.04,0.04,0,2,0
"14",14,0.03,0.03,0.03,0.03,0,2,0
"15",15,0.05,0.05,0.05,0.05,0,2,0
"16",16,0.1,0.14,0.07,0.07,13.2,3,0
