"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.18,0.97,0,0.07,2080.94,28,0.39
"2",2,0.13,0.13,0.13,0.13,0,2,0
"3",3,0.15,0.45,0,0.04,183.58,11,0.36
"4",4,0.05,0.09,0.01,0.04,25.04,6,0
"5",5,0.85,0.85,0.85,0.85,0,2,0
"6",6,0.09,0.09,0.09,0.09,0,2,0
"7",7,0.02,0.02,0.02,0.02,0,2,0
"8",8,0.06,0.06,0.06,0.06,0,2,0
"9",9,0.12,0.12,0.12,0.12,0,2,0
"10",10,0.03,0.03,0.03,0.03,0,2,0
"11",11,0.03,0.03,0.03,0.03,0,2,0
"12",12,0.07,0.09,0.06,0.06,14.45,3,0
"13",13,0.3,0.3,0.3,0.3,0,2,0
"14",14,0.05,0.05,0.05,0.05,0,2,0
"15",15,0.13,0.13,0.13,0.13,0,2,0
"16",16,0.12,0.12,0.12,0.12,0,2,0
"17",17,0.03,0.05,0.01,0.03,8.06,6,0.5
"18",18,0.21,0.36,0.05,0.21,623.68,9,0
"19",19,0.24,0.67,0.01,0.21,1022.52,17,0.06
"20",20,0.11,0.2,0.01,0.12,157.71,10,0.2
"21",21,0.51,1.36,0.01,0.46,1696.71,12,0
"22",22,0.13,0.22,0.02,0.11,55.77,5,0
"23",23,0.13,0.41,0,0.07,165.81,8,0.38
"24",24,0.31,2.15,0,0.12,9886.75,74,0.18
"25",25,0.07,0.12,0.02,0.06,42.52,6,0
"26",26,0.02,0.02,0.01,0.02,0.85,3,0
"27",27,0.28,0.74,0.01,0.17,1278.63,12,0
"28",28,NA,-Inf,Inf,NA,0,1,0
"29",29,0.05,0.18,0,0.05,147.46,59,0.86
"30",30,0.09,0.12,0.04,0.1,48.76,4,0
