"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.03,0.06,0.01,0.03,8.1,5,0.2
"2",2,0.02,0.02,0.01,0.02,0.19,3,0.33
"3",3,0.05,0.1,0,0.05,36.53,12,0.58
"4",4,0.03,0.06,0,0.03,5.13,6,0.17
"5",5,0.01,0.02,0,0.01,0.43,4,0
"6",6,0.03,0.06,0,0.02,8.68,6,0.33
"7",7,0.04,0.12,0,0.02,18.61,13,0.85
"8",8,0.06,0.16,0,0.05,48.9,13,0.38
"9",9,0.06,0.11,0,0.1,15.22,8,0.5
"10",10,0.09,0.31,0,0.07,56.69,13,0
"11",11,0.04,0.1,0,0.04,14.29,6,0
"12",12,0.01,0.01,0,0.01,0,3,0
"13",13,0.05,0.16,0,0.05,45.78,21,0.33
"14",14,0.04,0.09,0,0.05,23.72,9,0.11
"15",15,0.04,0.06,0.01,0.06,2.5,3,0.67
"16",16,0.02,0.02,0.02,0.02,0,2,0
"17",17,0.03,0.11,0,0.03,13.38,9,0.11
"18",18,0.03,0.05,0,0.03,3.75,6,0.17
"19",19,0.02,0.03,0.01,0.03,1.06,3,0
"20",20,0.04,0.06,0.02,0.03,0.4,4,0.25
"21",21,0.03,0.05,0.01,0.03,5.59,4,0
"22",22,0.02,0.04,0.01,0.03,0.01,3,0.33
"23",23,0.01,0.02,0,0.01,0.52,5,0.2
"24",24,0,0,0,0,0,2,0
"25",25,0.02,0.04,0,0.03,3.86,5,0.8
"26",26,0.03,0.03,0.03,0.03,0,2,1
"27",27,0.01,0.01,0.01,0.01,0,2,1
"28",28,0.02,0.04,0.01,0.02,1.98,4,1
"29",29,0.06,0.11,0.01,0.06,9.53,6,1
"30",30,0.02,0.02,0.02,0.02,0,2,1
"31",31,0.04,0.05,0.01,0.05,1.2,3,1
"32",32,0.04,0.04,0.04,0.04,0,2,1
"33",33,0.02,0.02,0.02,0.02,0,2,1
"34",34,0.2,0.2,0.2,0.2,0,2,1
