"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.06,0.15,0,0.06,84.23,36,0.17
"2",2,0.06,0.22,0,0.05,112.78,31,0.35
"3",3,0.16,0.98,0,0.09,799.94,39,0.1
"4",4,0.04,0.11,0,0.04,25.08,18,0.72
"5",5,0.08,0.31,0,0.07,223.7,62,0.29
"6",6,0.13,0.4,0.01,0.07,165.42,11,0.27
"7",7,0.45,0.92,0.01,0.76,372.74,15,1
"8",8,0.05,0.13,0,0.04,48.86,15,0.87
"9",9,0.11,0.17,0.02,0.1,60.66,5,0
"10",10,0.12,0.46,0,0.07,156.8,17,0.35
"11",11,0.05,0.05,0.05,0.05,0,2,0
