name,grupo,sub_grupo
02DES0003L,370,1
02DES0014R,370,1
02DES0017O,370,1
02DES0022Z,370,1
02DES0032G,370,1
02DES0037B,370,1
02DES0047I,370,1
02DES0050W,370,1
02DES0052U,370,1
02DST0001F,370,1
02DST0035W,370,1
02DST0043E,370,1
02EES0086J,370,1
02EES0098O,370,1
02EES0113Q,370,1
02EES0148F,370,1
02EES0158M,370,1
02EES0161Z,370,1
02EES0162Z,370,1
02EES0185J,370,1
02EES0192T,370,1
02EES0195Q,370,1
02EES0209C,370,1
02ETV0006N,370,1
02ETV0019R,370,1
02ETV0026A,370,1
02EES0210S,370,1
02ETV0028Z,370,1
02DES0054S,370,1
02PES0066B,370,1
02PES0203O,370,1
02PES0213V,370,1
02PES0017T,370,1
02PES0063E,370,1
02ETV0024C,370,1
02PES0117S,370,1
02DES0012T,370,2
02DES0020B,370,2
02DES0043M,370,2
02DES0046J,370,2
02DSC0001P,370,2
02DST0028M,370,2
02EES0012S,370,2
02EES0033E,370,2
02EES0047H,370,2
02EES0072G,370,2
02EES0112R,370,2
02EES0165W,370,2
02EES0207E,370,2
02EES0212Q,370,2
02ESN0007O,370,2
02EST0005A,370,2
02EST0011L,370,2
02EST0015H,370,2
02ETV0053Y,370,2
02PES0034J,370,2
02PES0038F,370,2
02PES0046O,370,2
02PES0060H,370,2
02PES0088N,370,2
02ETV0052Z,370,2
02PES0087O,370,2
02PES0110Z,370,2
02PES0098U,370,2
02PES0084R,370,2
02PST0010S,370,2
02PES0043R,370,2
02DES0001N,370,3
02DES0005J,370,3
02DES0006I,370,3
02DES0025X,370,3
02DES0031H,370,3
02DES0044L,370,3
02DES0045K,370,3
02DST0008Z,370,3
02DST0019E,370,3
02DST0020U,370,3
02DST0022S,370,3
02DST0029L,370,3
02DST0036V,370,3
02DST0048Z,370,3
02EES0003K,370,3
02EES0029S,370,3
02EES0048G,370,3
02EES0049F,370,3
02EES0050V,370,3
02EES0062Z,370,3
02EES0063Z,370,3
02EES0134C,370,3
02EES0146H,370,3
02EES0197O,370,3
02EES0198N,370,3
02EES0213P,370,3
02EES0217L,370,3
02EST0008Y,370,3
02ETV0020G,370,3
02ETV0062F,370,3
02PES0001S,370,3
02PES0056V,370,3
02PES0136G,370,3
02EES0168T,370,3
02ETV0077H,370,3
02ETV0021F,370,3
02EES0076C,370,3
02ETV0084R,370,3
02PES0100S,370,3
02DES0010V,370,4
02DTV0005P,370,4
02EES0014Q,370,4
02EES0042M,370,4
02EES0184K,370,4
02PES0021F,370,4
02PES0040U,370,4
02PES0081U,370,4
02PES0085Q,370,4
02PES0095X,370,4
02PES0132K,370,4
02PES0168Z,370,4
02PES0089M,370,4
02PES0205M,370,4
02PES0211X,370,4
02PES0185P,370,4
02PES0023D,370,4
02PES0212W,370,4
02DES0015Q,370,5
02DES0021A,370,5
02DES0033F,370,5
02DES0034E,370,5
02DES0036C,370,5
02DES0038A,370,5
02DES0042N,370,5
02DES0051V,370,5
02DST0015I,370,5
02DST0021T,370,5
02DST0027N,370,5
02DST0030A,370,5
02DST0032Z,370,5
02DST0034X,370,5
02DST0037U,370,5
02DST0040H,370,5
02DST0041G,370,5
02DST0042F,370,5
02DST0045C,370,5
02DST0046B,370,5
02DST0047A,370,5
02DTV0013Y,370,5
02EES0038Z,370,5
02EES0041N,370,5
02EES0044K,370,5
02EES0051U,370,5
02EES0054R,370,5
02EES0069T,370,5
02EES0073F,370,5
02EES0075D,370,5
02EES0169S,370,5
02EES0193S,370,5
02EES0202J,370,5
02EES0203I,370,5
02EST0006Z,370,5
02PES0002R,370,5
02PES0003Q,370,5
02PES0010Z,370,5
02PES0011Z,370,5
02PES0035I,370,5
02PES0036H,370,5
02PES0037G,370,5
02PES0065C,370,5
02PES0078G,370,5
02PES0102Q,370,5
02PES0103P,370,5
02PES0179E,370,5
02ETV0012Y,370,5
02ETV0037G,370,5
02ETV0039E,370,5
02ETV0082T,370,5
02EST0018E,370,5
02DST0051N,370,5
02ETV0079F,370,5
02PES0196V,370,5
02PES0197U,370,5
02PES0109J,370,5
02PES0175I,370,5
02ETV0080V,370,5
02ETV0078G,370,5
02PES0210Y,370,5
02PES0116T,370,5
02DES0004K,370,6
02DES0026W,370,6
02DES0027V,370,6
02DST0031Z,370,6
02EES0170H,370,6
02PES0022E,370,6
02DES0056Q,370,6
02PES0181T,370,6
02PES0198T,370,6
02ETV0003Q,370,6
02ETV0069Z,370,6
02PES0005O,370,7
02PES0014W,370,7
02PES0015V,370,7
02PES0031M,370,7
02PES0050A,370,7
02PES0051Z,370,7
02PES0053Y,370,7
02PES0055W,370,7
02PES0058T,370,7
02PES0075J,370,7
02PES0083S,370,7
02PES0174J,370,7
02PES0208J,370,7
02PES0027Z,370,7
02PES0077H,370,7
02DES0018N,370,8
02EES0137Z,370,8
02PES0039E,370,8
02PES0049L,370,8
02PES0092Z,370,8
02PES0093Z,370,8
02PES0099T,370,8
02PES0173K,370,8
02PES0165B,370,8
02PES0177G,370,8
02PES0166A,370,8
02PES0186O,370,8
02PES0209I,370,8
02PES0101R,370,8
02PES0104O,370,8
02DST0011M,370,9
02EES0019L,370,9
02ETV0022E,370,9
02ETV0086P,370,9
02ETV0060H,370,9
02DES0019M,370,10
02DES0039Z,370,10
02DST0013K,370,10
02DST0038T,370,10
02EES0008F,370,10
02EES0052T,370,10
02EES0097P,370,10
02PES0028Z,370,10
02PES0062F,370,10
02PES0178F,370,10
02ETV0018S,370,10
02ETV0004P,370,10
02ETV0015V,370,10
02ETV0051Z,370,10
02PES0188M,370,10
02PES0097V,370,10
02PES0079F,370,10
02EES0186I,370,11
02ETV0088N,370,11
