"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.11,0,0.04,36.13,17,0.12
"2",2,0.08,0.43,0,0.05,164.86,18,0.28
"3",3,0.06,0.22,0,0.04,107.77,18,0.22
"4",4,0.14,0.45,0,0.04,154.33,13,0.38
"5",5,0.03,0.06,0.01,0.03,2.76,4,0.25
"6",6,0.03,0.08,0,0.03,21.31,18,1
"7",7,0.1,0.14,0.07,0.07,13.1,3,0
"8",8,0.17,0.25,0.03,0.24,30.32,3,0
"9",9,0.02,0.04,0.01,0.02,1.68,4,0.75
"10",10,0.02,0.02,0.02,0.02,0,2,1
"11",11,0.1,0.15,0.07,0.08,7.39,3,0
"12",12,0.05,0.05,0.05,0.05,0,2,0
"13",13,0.03,0.03,0.03,0.03,0,2,0
