name,grupo,sub_grupo
26DES0006S,321,1
26DES0011D,321,1
26DES0013B,321,1
26DES0046T,321,1
26DST0006K,321,1
26DST0060E,321,1
26DST0072J,321,1
26EES0024G,321,1
26EES0037K,321,1
26PES0218Z,321,1
26PES0246W,321,1
26DES0016Z,321,2
26DES0019W,321,2
26DES0026F,321,2
26DES0030S,321,2
26DES0036M,321,2
26DES0042X,321,2
26DST0001P,321,2
26DST0057R,321,2
26DST0066Z,321,2
26DST0074H,321,2
26EES0031Q,321,2
26EES0033O,321,2
26EST0011V,321,2
26EST0015R,321,2
26PES0018B,321,2
26PES0138O,321,2
26PES0153G,321,2
26PES0189V,321,2
26ETV0074U,321,2
26PES0067K,321,2
26ETV0061Q,321,2
26PES0262N,321,2
26PES0265K,321,2
26EST0017P,321,2
26PES0252G,321,2
26DES0018X,321,3
26ETV0072W,321,3
26ETV0242Z,321,3
26PES0241A,321,3
26DES0024H,321,4
26DES0047S,321,4
26EST0012U,321,4
26PES0009U,321,4
26PES0010J,321,4
26PES0012H,321,4
26PES0015E,321,4
26PES0022O,321,4
26PES0076S,321,4
26PES0134S,321,4
26PES0149U,321,4
26PES0167J,321,4
26PES0176R,321,4
26PES0214D,321,4
26PES0230V,321,4
26PES0234R,321,4
26PES0240B,321,4
26PES0202Z,321,4
26PES0208T,321,4
26PES0175S,321,4
26PES0181C,321,4
26PES0192I,321,4
26PES0231U,321,4
26PES0191J,321,4
26PES0267I,321,4
26PES0256C,321,4
26ETV0186Y,321,5
26ETV0232T,321,5
26PES0146X,321,6
26PES0178P,321,6
