"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.18,0.92,0.01,0.14,1455.54,28,0.21
"2",2,0.33,0.61,0.01,0.44,243.84,8,0
"3",3,0.22,0.51,0.02,0.23,391.16,9,0
"4",4,0.08,0.65,0,0.04,387.32,36,0.47
"5",5,0.13,0.39,0,0.12,449.39,16,0.31
"6",6,0.11,0.23,0,0.09,79.88,8,0
"7",7,0.12,0.21,0.01,0.11,79.83,6,0
"8",8,0.02,0.03,0,0.03,0,3,0
"9",9,0.06,0.1,0.02,0.07,1.11,3,0
"10",10,0.11,0.2,0.03,0.1,63.18,5,0
"11",11,0.04,0.04,0.04,0.04,0,2,0
"12",12,0.05,0.1,0.01,0.05,1,4,0
"13",13,0.07,0.11,0.01,0.1,0.66,3,0
"14",14,0.04,0.04,0.04,0.04,0,2,0
"15",15,0.09,0.09,0.09,0.09,0,2,0
"16",16,0.09,0.09,0.09,0.09,0,2,0
"17",17,0.04,0.04,0.04,0.04,0,2,0
"18",18,0.07,0.07,0.07,0.07,0,2,0
"19",19,0.18,0.18,0.18,0.18,0,2,0
"20",20,0.04,0.04,0.04,0.04,0,2,0
"21",21,0,0,0,0,0,2,0
"22",22,0.08,0.08,0.08,0.08,0,2,0
