"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.05,0.11,0.02,0.04,21.3,9,0
"2",2,0.17,0.36,0.01,0.2,512.49,13,0
"3",3,0.05,0.13,0,0.04,74.03,39,0.87
"4",4,0.1,0.38,0.01,0.08,295.6,14,0.14
"5",5,0.12,0.79,0,0.09,1471.97,70,0.11
"6",6,0.26,0.48,0.01,0.35,213.77,8,0
"7",7,0.09,0.18,0.01,0.09,95.53,7,0.14
"8",8,0.08,0.15,0.01,0.08,79.19,10,0
"9",9,0.07,0.12,0.02,0.06,7.83,4,0
"10",10,0.15,1.46,0,0.07,3907.19,54,0.3
"11",11,0.07,0.12,0.02,0.07,52.5,6,0
"12",12,0.05,0.08,0.01,0.05,20.69,7,0.14
"13",13,0.12,0.24,0.05,0.12,39.93,5,0
"14",14,0.06,0.11,0.04,0.06,17.46,4,0
"15",15,0.12,0.14,0.09,0.13,52.74,3,0
"16",16,0.04,0.09,0.01,0.03,10.71,5,0
"17",17,0.05,0.1,0.01,0.05,24.8,6,0.17
"18",18,0.08,0.11,0.06,0.07,17.73,3,0
"19",19,0.05,0.08,0.02,0.05,7.7,4,0
"20",20,0.01,0.01,0.01,0.01,0,2,0
"21",21,0.01,0.01,0,0.01,0.09,3,0.33
"22",22,0.09,0.16,0.05,0.09,40.13,4,0
"23",23,0.08,0.11,0.05,0.06,4.79,3,0
"24",24,0.09,0.09,0.09,0.09,0,2,0
"25",25,0.07,0.12,0.03,0.06,37.9,6,0
"26",26,0.1,0.15,0.06,0.09,0.65,3,0
"27",27,0.08,0.11,0.04,0.08,11.07,3,0
"28",28,0.61,0.61,0.61,0.61,0,2,0
"29",29,0.01,0.01,0.01,0.01,0,2,0
"30",30,0.04,0.04,0.04,0.04,0,2,0
"31",31,0.06,0.09,0.04,0.06,9.7,3,0
"32",32,0.12,0.12,0.12,0.12,0,2,0
"33",33,0.07,0.07,0.07,0.07,0,2,0
"34",34,0.03,0.03,0.03,0.03,0,2,0
"35",35,0.01,0.01,0.01,0.01,0,2,0
"36",36,0.03,0.03,0.03,0.03,0,2,0
"37",37,0.03,0.03,0.03,0.03,0,2,0
"38",38,0.05,0.05,0.05,0.05,0,2,0
"39",39,0.03,0.03,0.03,0.03,0,2,0
"40",40,0.06,0.06,0.06,0.06,0,2,0
"41",41,0.08,0.08,0.08,0.08,0,2,0
"42",42,0.05,0.05,0.05,0.05,0,2,0
"43",43,0.11,0.11,0.11,0.11,0,2,0
"44",44,0.06,0.06,0.06,0.06,0,2,0
"45",45,0.14,0.14,0.14,0.14,0,2,0
"46",46,0.06,0.06,0.06,0.06,0,2,0
