"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.22,0.41,0.03,0.28,404.44,6,0
"2",2,0.07,0.12,0.02,0.06,32.72,5,0
"3",3,0.16,0.8,0,0.11,2200.61,40,0.22
"4",4,0.07,0.14,0.03,0.07,37.82,6,0
"5",5,0.08,0.19,0.01,0.07,76.18,10,0
"6",6,0.18,0.4,0.01,0.18,326.6,9,0
"7",7,0.09,0.18,0.03,0.09,110.47,8,0
"8",8,0.19,0.64,0,0.11,385.15,9,0
"9",9,0.09,0.18,0.03,0.08,59.22,6,0
"10",10,0.09,0.22,0,0.1,126.2,9,0
"11",11,0.04,0.06,0.02,0.04,4.47,3,0
"12",12,0.26,0.6,0.01,0.09,261.83,5,0
"13",13,0.05,0.09,0.01,0.05,3.12,4,0.25
"14",14,0.09,0.16,0.04,0.09,30.11,4,0
"15",15,0.13,0.22,0.02,0.14,77.72,4,0
"16",16,0.07,0.12,0,0.08,22.31,4,0
"17",17,0.08,0.14,0.01,0.07,36.33,5,0
"18",18,0.03,0.05,0.01,0.05,2.36,3,0
"19",19,0.09,0.13,0.06,0.08,1.47,3,0
"20",20,0.02,0.03,0.01,0.03,0.65,3,0.33
"21",21,0.04,0.04,0.04,0.04,0,2,0
"22",22,0.1,0.15,0.05,0.1,8.98,3,0
"23",23,0.15,0.22,0.03,0.2,11.5,3,0
"24",24,0.1,0.15,0.02,0.14,10.5,3,0
"25",25,0.05,0.05,0.05,0.05,0,2,0
"26",26,0.06,0.06,0.06,0.06,0,2,0
"27",27,0.08,0.08,0.08,0.08,0,2,0
"28",28,0.01,0.01,0.01,0.01,0,2,0
"29",29,0.02,0.02,0.02,0.02,0,2,0
"30",30,0.01,0.01,0.01,0.01,0,2,0
"31",31,0.1,0.1,0.1,0.1,0,2,0
"32",32,0.08,0.08,0.08,0.08,0,2,0
"33",33,0.04,0.04,0.04,0.04,0,2,0
"34",34,0.08,0.08,0.08,0.08,0,2,0
"35",35,0.02,0.02,0.02,0.02,0,2,0
"36",36,0.03,0.03,0.03,0.03,0,2,0
"37",37,0.05,0.05,0.05,0.05,0,2,0
"38",38,0.03,0.03,0.03,0.03,0,2,0
