"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.23,0.51,0,0.22,692.31,15,0
"2",2,0.24,1.38,0.01,0.18,3160.92,30,0.2
"3",3,0.24,1.01,0,0.07,1451.33,16,0.25
"4",4,0.26,1.49,0,0.06,1476.89,41,0.41
"5",5,0.24,0.71,0.01,0.19,1030.92,12,0.17
"6",6,0.28,4.37,0,0.1,8836.4,53,0.32
"7",7,0.39,0.83,0.01,0.38,2174.7,16,0
"8",8,0.2,1.86,0,0.08,6162.98,96,0.32
"9",9,0.36,1.25,0,0.22,1427.09,9,0.22
"10",10,0.19,0.53,0.01,0.14,687.15,10,0.1
"11",11,0.09,0.2,0.01,0.08,136.82,11,0
"12",12,0.19,0.53,0,0.18,1305.61,25,0.2
"13",13,0.26,0.6,0,0.22,583.55,12,0
"14",14,0.13,0.22,0.07,0.12,197.57,7,0
"15",15,0.2,0.33,0.05,0.17,66.94,4,0
"16",16,0.37,0.99,0.01,0.14,446.03,9,0.11
"17",17,0.18,0.59,0,0.12,451.56,10,0
"18",18,0.19,0.38,0.02,0.15,137.16,6,0
"19",19,0.06,0.18,0,0.05,104.85,16,0.38
"20",20,0.09,0.21,0,0.1,185.35,12,0.08
"21",21,0.16,0.3,0.01,0.19,268.1,7,0
"22",22,0.13,0.33,0,0.13,413.52,12,0.08
"23",23,0.15,0.31,0.02,0.08,113.92,5,0
"24",24,0.11,0.21,0.02,0.11,62.85,6,0
"25",25,0.2,0.28,0.14,0.17,75.26,3,0
"26",26,0.07,0.07,0.07,0.07,0,2,0.5
"27",27,0.04,0.04,0.04,0.04,0,2,0
"28",28,0.11,0.2,0.02,0.1,11.42,4,0
"29",29,0.12,0.23,0.02,0.12,35,4,0
"30",30,0.24,0.4,0.07,0.22,147.37,4,0
"31",31,0.12,0.13,0.1,0.12,50.8,3,0
"32",32,0.3,0.72,0.01,0.1,34.6,5,0
"33",33,0.1,0.13,0.05,0.12,27.58,3,0
"34",34,0.05,0.09,0.02,0.05,4.05,4,0
"35",35,0.08,0.08,0.08,0.08,0,2,0
"36",36,0.07,0.11,0.01,0.1,0.7,3,0
"37",37,0.15,0.19,0.07,0.19,58.33,3,0
"38",38,0.06,0.08,0.04,0.07,26.37,4,0
"39",39,0.13,0.19,0.04,0.16,7.06,3,0
"40",40,0.09,0.14,0.01,0.13,5.57,3,0.33
"41",41,0.06,0.08,0.04,0.07,12.04,3,0
"42",42,0.05,0.08,0.04,0.05,4.07,3,0
"43",43,0.1,0.12,0.07,0.11,34.83,3,0
"44",44,0.07,0.12,0.02,0.07,20.16,4,0
"45",45,0.1,0.1,0.1,0.1,0,2,0
"46",46,0.12,0.17,0.03,0.15,7.09,3,0
"47",47,0.03,0.03,0.03,0.03,0,2,0
"48",48,0,0,0,0,0,2,1
"49",49,0,0,0,0,0,2,0
"50",50,0.09,0.09,0.09,0.09,0,2,0
"51",51,0.09,0.09,0.09,0.09,0,2,0
"52",52,0.05,0.05,0.05,0.05,0,2,0
"53",53,0.04,0.04,0.04,0.04,0,2,0
"54",54,0,0,0,0,0,2,0
"55",55,0.06,0.06,0.06,0.06,0,2,0
"56",56,0,0,0,0,0,2,0
"57",57,0.18,0.18,0.18,0.18,0,2,0
"58",58,0.22,0.22,0.22,0.22,0,2,0
"59",59,0.17,0.17,0.17,0.17,0,2,0
"60",60,0,0,0,0,0,2,0
"61",61,0.05,0.05,0.05,0.05,0,2,0
"62",62,0.1,0.1,0.1,0.1,0,2,0
"63",63,0.05,0.05,0.05,0.05,0,2,0
"64",64,0,0,0,0,0,2,0
"65",65,0.16,0.16,0.16,0.16,0,2,0
"66",66,0.08,0.08,0.08,0.08,0,2,0
"67",67,0,0,0,0,0,2,0
"68",68,0.02,0.02,0.02,0.02,0,2,0
"69",69,0.5,0.5,0.5,0.5,0,2,0
"70",70,0.14,0.14,0.14,0.14,0,2,0
"71",71,0.06,0.06,0.06,0.06,0,2,0
"72",72,0,0,0,0,0,2,0
"73",73,0.07,0.07,0.07,0.07,0,2,0
"74",74,0,0,0,0,0,2,0
"75",75,1.23,1.23,1.23,1.23,0,2,0
"76",76,0.23,0.23,0.23,0.23,0,2,0
