"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.15,0.03,0.08,16.05,4,0
"2",2,0.04,0.09,0,0.04,38.65,16,0.69
"3",3,0.02,0.03,0.01,0.02,1.44,4,0.5
"4",4,0.02,0.04,0.02,0.02,0.32,3,0
"5",5,0.04,0.06,0.01,0.04,6.33,4,0
"6",6,0.05,0.09,0.01,0.05,6.99,4,0.25
"7",7,0.04,0.06,0,0.05,10.6,4,0.5
"8",8,0.04,0.06,0.01,0.04,5.9,4,0.25
"9",9,0.06,0.06,0.06,0.06,0,2,0
"10",10,0.03,0.03,0.03,0.03,0,2,0
"11",11,0.03,0.03,0.03,0.03,0,2,0
"12",12,0.04,0.1,0,0.03,13.13,10,1
"13",13,0.02,0.02,0.02,0.02,0,2,1
