"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.1,0.43,0,0.08,349.52,30,0.13
"2",2,0.03,0.1,0,0.03,26.57,19,0.53
"3",3,0.09,0.25,0,0.04,76.64,11,0.27
"4",4,0.03,0.08,0,0.03,20.88,16,1
"5",5,0.03,0.06,0.01,0.03,2.8,4,0.25
"6",6,0.04,0.04,0.04,0.04,0,2,0
"7",7,0.03,0.05,0.01,0.03,9.53,7,0
"8",8,0.05,0.05,0.05,0.05,0,2,0
"9",9,0.02,0.03,0.01,0.03,0.64,3,1
"10",10,0.1,0.14,0.07,0.07,13.21,3,0
"11",11,0.02,0.02,0.02,0.02,0,2,1
"12",12,0.1,0.15,0.07,0.08,7.42,3,0
"13",13,0.05,0.05,0.05,0.05,0,2,0
"14",14,0.03,0.03,0.03,0.03,0,2,0
"15",15,NA,-Inf,Inf,NA,0,1,1
