"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.08,0.47,0,0.06,328.87,38,0.05
"2",2,0.15,0.32,0.01,0.14,205.25,7,0
"3",3,0.06,0.17,0,0.05,61.04,25,0.8
"4",4,0.08,0.23,0,0.07,163.16,30,0.03
"5",5,0.13,0.24,0.07,0.12,24.04,4,0
"6",6,0.2,0.53,0.01,0.17,403.52,7,0.14
"7",7,0.08,0.08,0.06,0.08,19.78,3,0
"8",8,0.09,0.18,0.01,0.09,8.87,4,0
"9",9,0.14,0.2,0,0.2,0.15,3,0
"10",10,0.05,0.1,0.01,0.05,29.2,10,0.1
"11",11,0.08,0.08,0.08,0.08,0,2,0
"12",12,0.03,0.05,0.01,0.04,1.47,3,0
"13",13,0.08,0.08,0.08,0.08,0,2,0
