"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.23,0.76,0.01,0.13,938.08,16,0.06
"2",2,0.04,0.1,0,0.03,23.16,20,0.95
"3",3,0.03,0.08,0.01,0.03,15.07,9,0.11
"4",4,0.02,0.02,0,0.02,0.16,3,0
"5",5,0.05,0.19,0,0.04,66.58,25,0.04
"6",6,0.08,0.08,0.08,0.08,0,2,0
"7",7,0.02,0.02,0.02,0.02,0,2,0
"8",8,0.07,0.07,0.07,0.07,0,2,1
"9",9,0.01,0.01,0.01,0.01,0,2,0
"10",10,0,0,0,0,0,2,0
"11",11,0,0,0,0,0,2,0
"12",12,0,0,0,0,0,2,0
"13",13,0,0,0,0,0,2,0
"14",14,0,0,0,0,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0,0,0,0,0,2,0
"17",17,0,0,0,0,0,2,0
"18",18,0,0,0,0,0,2,0
"19",19,0,0,0,0,0,2,0
