name,grupo,sub_grupo
01DES0004L,32,1
01DES0012U,32,1
01DES0037C,32,1
01DTV0126B,32,1
01DTV0015X,32,1
01DTV0091C,32,1
01PST0001L,32,1
01DST0033Z,32,1
01DTV0073N,32,1
01DTV0131N,32,1
14DES0003Q,32,2
14DTV0653Y,32,2
14PST0047K,32,2
14DES0025B,32,3
14DTV0429Z,32,3
14EES0146M,32,3
14PES0120K,32,3
32DES0014L,32,4
32EES0003E,32,4
32EES0070C,32,4
32ETV0554M,32,4
32ETV0651O,32,4
32ETV0307D,32,4
32ETV1054Y,32,4
32DES0015K,32,5
32DST0046W,32,5
32ETV0281M,32,5
32ETV0808Y,32,5
32ETV0955H,32,5
32PES0087I,32,5
32ETV0282L,32,5
32DES0032A,32,6
32ETV0883E,32,6
32DST0032T,32,7
32EES0050P,32,7
32ETV0987Z,32,7
32ETV0988Z,32,7
32DES0026Q,32,8
32DST0007U,32,8
32ETV0329P,32,8
32ETV0998F,32,8
32ETV0277Z,32,9
32ETV0786C,32,9
