"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.1,0.51,0,0.05,853.49,32,0.19
"2",2,0.05,0.09,0.01,0.04,25.01,6,0
"3",3,0.09,0.09,0.09,0.09,0,2,0
"4",4,0.06,0.06,0.06,0.06,0,2,0
"5",5,0.03,0.03,0.03,0.03,0,2,0
"6",6,0.07,0.09,0.06,0.06,14.46,3,0
"7",7,0.05,0.05,0.05,0.05,0,2,0
"8",8,0.13,0.13,0.13,0.13,0,2,0
"9",9,0.1,0.1,0.1,0.1,0,2,0
"10",10,0.1,0.18,0.01,0.11,119.82,8,0.25
"11",11,0.05,0.21,0,0.05,127.15,55,0.89
"12",12,0.05,0.1,0,0.06,35.38,7,0.43
"13",13,0.14,0.27,0.01,0.15,138.58,6,0.33
"14",14,0.1,0.43,0,0.06,690.08,33,0.15
"15",15,0.01,0.01,0.01,0.01,0,2,1
"16",16,0.05,0.08,0.01,0.06,19.22,5,0
"17",17,0.06,0.09,0.04,0.05,19.52,4,0
"18",18,0.09,0.12,0.04,0.1,48.75,4,0
"19",19,0.35,0.35,0.35,0.35,0,2,0
"20",20,NA,-Inf,Inf,NA,0,1,0
