"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.12,0,0.03,20.42,9,0.11
"2",2,0.05,0.17,0,0.05,42.31,14,0.43
"3",3,0.08,0.35,0,0.07,245.92,57,0.19
"4",4,0.07,0.19,0.01,0.06,78.38,12,1
"5",5,0.06,0.18,0,0.06,98.57,37,0.19
"6",6,0.05,0.13,0,0.05,49.22,13,1
"7",7,0.06,0.15,0,0.05,67.76,34,0.26
"8",8,0.04,0.05,0.01,0.05,1.15,3,1
"9",9,0.01,0.01,0.01,0.01,0,2,1
"10",10,0.03,0.03,0.03,0.03,0,2,1
"11",11,0.2,0.2,0.2,0.2,0,2,1
"12",12,0.02,0.04,0,0.02,1.22,4,1
"13",13,0.02,0.02,0.02,0.02,0,2,1
"14",14,0.02,0.02,0.02,0.02,0,2,1
