"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.38,0.75,0.01,0.15,555.44,7,0.14
"2",2,0.1,0.15,0.06,0.09,0.59,3,0
"3",3,0.06,0.06,0.06,0.06,0,2,0
"4",4,0.06,0.09,0.04,0.06,9.68,3,0
"5",5,0.14,0.14,0.14,0.14,0,2,0
"6",6,0.01,0.01,0,0.01,0.1,3,0.33
"7",7,0.11,0.11,0.11,0.11,0,2,0
"8",8,0.23,0.65,0.01,0.1,566.82,17,0.12
"9",9,0.07,0.12,0.03,0.06,38.05,6,0
"10",10,0.06,0.06,0.06,0.06,0,2,0
"11",11,0.08,0.08,0.08,0.08,0,2,0
"12",12,0.03,0.03,0.03,0.03,0,2,0
"13",13,0.09,0.18,0.01,0.09,95.35,7,0.14
"14",14,0.08,0.11,0.05,0.06,4.68,3,0
"15",15,0.05,0.05,0.05,0.05,0,2,0
"16",16,0.05,0.05,0.05,0.05,0,2,0
"17",17,0.03,0.03,0.03,0.03,0,2,0
"18",18,0.01,0.01,0.01,0.01,0,2,0
"19",19,0.03,0.03,0.03,0.03,0,2,0
"20",20,0.07,0.07,0.07,0.07,0,2,0
"21",21,0.03,0.03,0.03,0.03,0,2,0
"22",22,0.12,0.12,0.12,0.12,0,2,0
"23",23,0.06,0.06,0.06,0.06,0,2,0
"24",24,0.08,0.15,0.01,0.08,79.01,10,0
"25",25,0.14,0.37,0.02,0.1,178.28,7,0
"26",26,0.24,1.46,0,0.18,4183.66,64,0.25
"27",27,0.11,0.28,0.01,0.1,159.75,10,0
"28",28,0.12,0.24,0.05,0.12,39.86,5,0
"29",29,0.1,0.79,0,0.07,823.9,67,0.16
"30",30,0.05,0.11,0.02,0.05,43.76,10,0
"31",31,0.05,0.15,0.01,0.05,46.01,13,0.15
"32",32,0.08,0.11,0.04,0.08,11.17,3,0
"33",33,0.08,0.25,0.01,0.06,110.14,13,0.08
"34",34,0.05,0.13,0,0.05,62.11,27,1
"35",35,NA,-Inf,Inf,NA,0,1,1
"36",36,NA,-Inf,Inf,NA,0,1,0
"37",37,0.04,0.04,0.04,0.04,0,2,0
"38",38,NA,-Inf,Inf,NA,0,1,1
"39",39,NA,-Inf,Inf,NA,0,1,0
"40",40,0.28,0.66,0.01,0.29,1040.97,15,0
"41",41,0.31,0.55,0.01,0.44,537.81,7,0
