"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.39,0,0.03,94.53,8,0.38
"2",2,0.09,0.15,0.03,0.08,33.26,4,0
"3",3,0.13,0.13,0.13,0.13,0,2,0
"4",4,0.3,0.78,0.01,0.27,1277.13,11,0.09
"5",5,0.06,0.06,0.06,0.06,0,2,0
"6",6,0.17,0.2,0.12,0.19,95.01,3,0
"7",7,0.17,0.37,0.01,0.18,88.32,6,0
"8",8,0.29,0.55,0.17,0.25,444.14,5,0
"9",9,0.59,0.88,0.01,0.88,24.61,3,0.33
"10",10,0.19,0.28,0.09,0.19,5.32,3,0
"11",11,0.07,0.15,0.02,0.04,14.49,5,0
"12",12,0.18,0.4,0.01,0.15,250.47,6,0.33
"13",13,0.02,0.02,0.02,0.02,0,2,0
"14",14,0.28,0.4,0.1,0.35,146.96,3,0
"15",15,0.2,0.36,0,0.19,83.3,4,0.25
"16",16,0.08,0.12,0.06,0.07,9.04,3,0
"17",17,0.21,0.29,0.14,0.21,119.66,3,0.33
"18",18,0.16,0.16,0.16,0.16,0,2,0
"19",19,0.83,1.11,0.46,0.93,1823.17,3,0
"20",20,0.02,0.02,0.02,0.02,0,2,1
"21",21,0.01,0.01,0.01,0.01,0,2,0.5
